#   ID    NGCname   IAUname         WideImageURL    ZoomedImageURL    SDSSExploreURL   NSAURL
SAGA042   NGC4793   SDSSJ0051+285   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.9113&dec=28.9387&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.9113&dec=28.9387&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.9113&dec=28.9387&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=142509&submit_form=Submit
SAGA043   NGC5198   SDSSJ0056+464   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.5032&dec=46.6707&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.5032&dec=46.6707&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.5032&dec=46.6707&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=143555&submit_form=Submit
SAGA044   NGC5297   SDSSJ0056+435   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.7732&dec=43.8724&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.7732&dec=43.8724&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.7732&dec=43.8724&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=143856&submit_form=Submit
SAGA045   NGC5324   SDSSJ0059-060   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.8683&dec=-6.05826&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.8683&dec=-6.05826&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.8683&dec=-6.05826&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=143975&submit_form=Submit
SAGA046   NGC5339   SDSSJ0052-075   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9001&dec=-7.93066&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9001&dec=-7.93066&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.9001&dec=-7.93066&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=144045&submit_form=Submit
SAGA047   NGC5389   SDSSJ0052+594   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9351&dec=59.7421&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9351&dec=59.7421&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.9351&dec=59.7421&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=144113&submit_form=Submit
SAGA048   NGC5383   SDSSJ0053+415   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9514&dec=41.8463&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.9514&dec=41.8463&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.9514&dec=41.8463&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=144151&submit_form=Submit
SAGA049   NGC5481   SDSSJ0056+504   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.1115&dec=50.7233&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.1115&dec=50.7233&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.1115&dec=50.7233&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=144521&submit_form=Submit
SAGA050   None      SDSSJ0050+351   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.5071&dec=35.321&scale=14.0625000&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.5071&dec=35.321&scale=0.703125000&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.5071&dec=35.321&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145188&submit_form=Submit
SAGA051   NGC5689   SDSSJ0058+484   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.5916&dec=48.7416&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.5916&dec=48.7416&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.5916&dec=48.7416&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145314&submit_form=Submit
SAGA052   NGC5775   SDSSJ0053+033   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.8993&dec=3.54445&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.8993&dec=3.54445&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.8993&dec=3.54445&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145682&submit_form=Submit
SAGA053   NGC5792   SDSSJ0052-010   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.973&dec=-1.09102&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.973&dec=-1.09102&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.973&dec=-1.09102&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145729&submit_form=Submit
SAGA054   NGC5869   SDSSJ0108+002   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.1637&dec=0.470085&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.1637&dec=0.470085&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=15.1637&dec=0.470085&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145879&submit_form=Submit
SAGA055   NGC5885   SDSSJ0108-100   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.2512&dec=-10.0861&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.2512&dec=-10.0861&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=15.2512&dec=-10.0861&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=145967&submit_form=Submit
SAGA056   NGC5937   SDSSJ0107-024   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.5128&dec=-2.82949&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=15.5128&dec=-2.82949&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=15.5128&dec=-2.82949&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=146210&submit_form=Submit
SAGA057   NGC6181   SDSSJ0100+194   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=16.5392&dec=19.8264&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=16.5392&dec=19.8264&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=16.5392&dec=19.8264&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=147100&submit_form=Submit
SAGA058   NGC6278   SDSSJ0106+230   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.014&dec=23.011&scale=14.06250000&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.014&dec=23.011&scale=0.7031250000&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=17.014&dec=23.011&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=147606&submit_form=Submit
SAGA059   NGC6427   SDSSJ0117+252   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.7274&dec=25.4939&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.7274&dec=25.4939&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=17.7274&dec=25.4939&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=148188&submit_form=Submit
SAGA060   NGC6484   SDSSJ0114+242   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.8631&dec=24.4836&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=17.8631&dec=24.4836&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=17.8631&dec=24.4836&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=148275&submit_form=Submit
SAGA061   None      SDSSJ0111+192   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=18.9934&dec=19.4243&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=18.9934&dec=19.4243&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=18.9934&dec=19.4243&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=148472&submit_form=Submit
SAGA062   NGC6945   SDSSJ0124-045   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=20.6502&dec=-4.97252&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=20.6502&dec=-4.97252&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=20.6502&dec=-4.97252&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=148735&submit_form=Submit
SAGA063   None      SDSSJ0120-032   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.3942&dec=-3.43167&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.3942&dec=-3.43167&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=22.3942&dec=-3.43167&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=149781&submit_form=Submit
SAGA064   NGC7416   SDSSJ0136-052   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.9282&dec=-5.49535&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.9282&dec=-5.49535&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=22.9282&dec=-5.49535&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=150307&submit_form=Submit
SAGA065   NGC7428   SDSSJ0139-010   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.9554&dec=-1.04903&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=22.9554&dec=-1.04903&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=22.9554&dec=-1.04903&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=150340&submit_form=Submit
SAGA066   NGC7448   SDSSJ0134+155   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.001&dec=15.9802&scale=14.0625000&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.001&dec=15.9802&scale=0.703125000&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=23.001&dec=15.9802&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=150440&submit_form=Submit
SAGA067   NGC7611   SDSSJ0133+080   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.3268&dec=8.06339&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.3268&dec=8.06339&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=23.3268&dec=8.06339&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=151137&submit_form=Submit
SAGA068   NGC7798   SDSSJ0139+204   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.9904&dec=20.7498&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=23.9904&dec=20.7498&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=23.9904&dec=20.7498&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=153017&submit_form=Submit
SAGA069   None      SDSSJ0009+032   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=1.32914&dec=3.40984&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=1.32914&dec=3.40984&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=1.32914&dec=3.40984&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=154089&submit_form=Submit
SAGA070   None      SDSSJ0003-053   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.36013&dec=-5.52127&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.36013&dec=-5.52127&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=2.36013&dec=-5.52127&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=155005&submit_form=Submit
SAGA071   None      SDSSJ0016-001   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.7761&dec=-0.247137&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.7761&dec=-0.247137&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=2.7761&dec=-0.247137&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=155204&submit_form=Submit
SAGA072   None      SDSSJ0018+025   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.90075&dec=2.96207&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=2.90075&dec=2.96207&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=2.90075&dec=2.96207&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=155274&submit_form=Submit
SAGA073   None      SDSSJ0019-004   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=3.11456&dec=-0.794499&scale=14.0625&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=3.11456&dec=-0.794499&scale=0.703125&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=3.11456&dec=-0.794499&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=155420&submit_form=Submit
SAGA074   None      SDSSJ0028+252   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=6.25285&dec=25.378&scale=14.0625000&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=6.25285&dec=25.378&scale=0.703125000&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=6.25285&dec=25.378&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=156022&submit_form=Submit
SAGA075   None      SDSSJ0039+050   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=9.68165&dec=5.16581&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=9.68165&dec=5.16581&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=9.68165&dec=5.16581&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=157374&submit_form=Submit
SAGA076   None      SDSSJ0034+291   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=9.86893&dec=29.2362&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=9.86893&dec=29.2362&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=9.86893&dec=29.2362&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=157495&submit_form=Submit
SAGA077   None      SDSSJ0048+371   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=10.6045&dec=37.3247&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=10.6045&dec=37.3247&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=10.6045&dec=37.3247&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=158541&submit_form=Submit
SAGA078   None      SDSSJ0044+100   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=10.8677&dec=10.1483&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=10.8677&dec=10.1483&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=10.8677&dec=10.1483&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=158901&submit_form=Submit
SAGA079   None      SDSSJ0041+454   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3059&dec=45.7482&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3059&dec=45.7482&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=11.3059&dec=45.7482&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=159593&submit_form=Submit
SAGA080   None      SDSSJ0048+535   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3941&dec=53.8422&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3941&dec=53.8422&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=11.3941&dec=53.8422&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=159747&submit_form=Submit
SAGA081   None      SDSSJ0048+383   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3995&dec=38.5623&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.3995&dec=38.5623&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=11.3995&dec=38.5623&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=159756&submit_form=Submit
SAGA082   None      SDSSJ0042+632   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.4251&dec=63.4464&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.4251&dec=63.4464&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=11.4251&dec=63.4464&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=159804&submit_form=Submit
SAGA083   None      SDSSJ0044+104   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.7627&dec=10.8246&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=11.7627&dec=10.8246&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=11.7627&dec=10.8246&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=160524&submit_form=Submit
SAGA084   None      SDSSJ0042+052   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.3322&dec=5.34334&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.3322&dec=5.34334&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.3322&dec=5.34334&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=161509&submit_form=Submit
SAGA085   None      SDSSJ0046+003   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.4286&dec=0.572651&scale=14.06250&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.4286&dec=0.572651&scale=0.7031250&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.4286&dec=0.572651&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=161726&submit_form=Submit
SAGA086   None      SDSSJ0058+635   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.5466&dec=63.9392&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.5466&dec=63.9392&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.5466&dec=63.9392&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=161987&submit_form=Submit
SAGA087   None      SDSSJ0050+094   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.8975&dec=9.71003&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.8975&dec=9.71003&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.8975&dec=9.71003&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=162547&submit_form=Submit
SAGA088   None      SDSSJ0050+080   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.9175&dec=8.06553&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=12.9175&dec=8.06553&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=12.9175&dec=8.06553&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=162580&submit_form=Submit
SAGA089   None      SDSSJ0056+225   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.1936&dec=22.9155&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.1936&dec=22.9155&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.1936&dec=22.9155&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=163136&submit_form=Submit
SAGA090   None      SDSSJ0058+624   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.5362&dec=62.7678&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.5362&dec=62.7678&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.5362&dec=62.7678&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=163652&submit_form=Submit
SAGA091   None      SDSSJ0057+414   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.7553&dec=41.7125&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=13.7553&dec=41.7125&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=13.7553&dec=41.7125&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=163956&submit_form=Submit
SAGA092   None      SDSSJ0054+591   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.0127&dec=59.3284&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.0127&dec=59.3284&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.0127&dec=59.3284&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=164374&submit_form=Submit
SAGA093   None      SDSSJ0052+493   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.4972&dec=49.6227&scale=14.062500&opt=G&width=512&height=512   http://skyservice.pha.jhu.edu/dr10/ImgCutout/getjpeg.aspx?ra=14.4972&dec=49.6227&scale=0.70312500&opt=G&width=512&height=512   http://skyserver.sdss3.org/public/en/tools/chart/chart.asp?ra=14.4972&dec=49.6227&opt=G&   http://www.nsatlas.org/getAtlas.html?search=nsaid&nsaID=165091&submit_form=Submit
