RA,Dec,PGC#,NSAID,othername,vhelio,vhelio_err,distance,i,z,I,K
190.711737787,12.3082889025,42737,142019,PGC042737,1831.2902832,132.500213623,26.5490563967,15.6416439946,15.6954388554,,10.818
190.718220552,13.257379202,42741,162294,NGC_4639,1236.44812012,142.500213623,22.0,11.9956350563,11.766701722,10.56,8.737
190.7254168,11.4382346924,42744,162296,NGC4637,1676.32507324,127.500205994,24.2923533965,14.3660228791,14.2474525513,13.38,12.711
190.738616899,-1.22942913067,42747,1568,12425725-0113459,3286.06860352,212.500335693,47.8153317253,13.5371486096,13.342291966,12.87,10.575
190.734737595,3.67660988916,42748,14267,12425633+0340356,1141.44213867,170.000274658,16.5201159074,13.8680100151,13.6637730309,13.26,11.015
190.740713584,12.2869578544,42753,70354,12425777+1217130,1809.21411133,130.000198364,26.2275689912,13.4877473286,13.3041974476,12.78,10.807
190.742324807,10.6819082016,42754,162298,PGC042754,1752.04577637,130.000198364,16.9,14.5201441249,14.4181639155,14.65,12.629
190.74345,-40.45692,42755,,PGC042755,2875.0,59.0,41.7856803646,,,13.47,11.75
190.759241788,11.6980424139,42758,70328,PGC042758,1316.29199219,137.500213623,19.0570694974,15.4100567042,15.6481176555,,
190.7652,-42.91353,42761,,ESO_268-_G_034,2883.0,35.0,41.9027629455,,,12.28,10.248
190.77315,-41.35882,42764,,g1243056-412132,3185.0,27.0,46.3327675549,,,10.91,8.374
190.763376917,-0.440894067061,42767,142031,12430650-0026165,1216.7142334,165.000259399,17.6122632961,18.7552608825,18.9610065795,13.54,10.976
190.781252156,7.65456132543,42768,77034,PGC042768,1494.58374023,135.000213623,21.6457192807,16.4529926929,16.4348328266,16.2,13.928
190.78198202,12.0512643975,42769,169942,12430766+1203042,2119.23095703,135.000213623,30.7422335793,13.1992361721,13.0624144252,12.64,11.103
190.7841,14.52007,42771,,PGC042771,1218.0,42.0,17.6309189034,,,,
190.7796,32.49077,42772,,PGC042772,898.0,5.0,12.9879344658,,,,13.218
190.793146135,11.0369981507,42779,76961,PGC042779,1288.51696777,140.000228882,18.6540726033,16.4514568528,16.4438303193,,13.48
190.80255,-52.79699,42783,,ESO172-006,1910.0,60.0,27.6952778879,,,14.86,
190.824011765,-0.644298456521,42791,142045,NGC_4642,2691.23852539,145.000228882,36.5,13.3975620396,13.2111892826,12.23,10.355
190.8276,-41.50462,42793,,PGC042793,2825.0,40.0,41.0548888401,,,14.52,12.603
190.835921577,8.95152013156,42796,142050,PGC042796,1652.79626465,132.500213623,23.9497117613,17.4778479667,17.7413062187,,13.581
190.833886507,1.97827141356,42797,172734,NGC_4643,1473.40612793,142.500213623,21.0,10.3772364578,10.1218424759,9.65,7.402
190.838019323,3.42113938896,42799,14276,PGC042799,1116.88037109,175.000259399,16.1637412054,16.6016417465,16.5318737945,16.0,
190.8465,14.17272,42801,,PGC042801,198.0,51.0,2.86103733949,,,16.51,
190.86015,-42.93607,42806,,g1243265-425610,2827.0,36.0,41.0841205011,,,12.99,11.393
190.87177479,10.0930373572,42811,142062,PGC042811,1505.04663086,132.500213623,21.7980866196,14.1460732696,13.6391667602,11.4,12.117
190.878572299,11.0472630738,42812,76964,PGC042812,1582.4921875,127.500205994,22.9258985979,16.2041338958,16.1322344818,15.68,13.48
190.87995,-41.36246,42813,,NGC4645B,2308.0,137.0,33.4985044769,,,10.77,
190.885432006,11.5824644859,42816,142069,12433249+1134566,1566.69775391,130.000198364,16.8,10.1200824041,9.91489174554,5.78,8.04
190.9089,73.61328,42818,,UGC07908,1668.0,6.0,24.1711183286,,,,
190.908,-42.56061,42829,,ESO322-061,3195.0,33.0,46.4794564493,,,13.78,11.981
190.91653663,11.5527068793,42831,142078,MESSIER_060,1325.88696289,137.500213623,16.4,8.89362574964,8.59188128858,7.9,5.73
190.939476519,53.959736062,42832,142080,UGC07903,443.0,,7.45,15.6123577874,15.5129858773,18.1,
190.927675001,16.3932971921,42833,162318,NGC_4651,1059.18884277,175.000259399,16.8,11.0990004797,10.878419425,9.71,8.02
190.929,-40.96969,42835,,ESO322-063,2712.0,59.0,39.4032999948,,,14.3,13.192
190.950059313,8.76058450673,42842,76942,PGC042842,1806.71166992,130.000198364,26.1911268308,16.4472705902,16.3001148284,15.95,
190.961957239,11.4668533454,42846,162323,PGC042846,1162.78771973,157.500244141,16.8298259094,12.8840163583,12.8935073251,13.53,
190.962112448,-0.56125548148,42847,1578,12435090-0033403,2668.55883789,142.500213623,36.5,12.5004787571,12.3613243229,12.24,9.964
190.972709802,10.7457727371,42853,76973,PGC042853,1436.43847656,132.500213623,20.8003140511,16.7199232828,16.6494982492,16.02,11.097
190.985748259,13.12668415,42857,169944,12435657+1307360,1269.94885254,140.000228882,16.8,10.8305850286,10.6035876531,10.16,7.726
190.990391095,32.170364681,42863,162327,NGC_4656_NED01,638.0,,5.4,10.713690372,10.6539407687,13.11,10.902
190.997319875,32.1758231168,42863,86665,NGC_4656_NED01,638.0,,5.4,9.50332507658,9.49998340178,13.11,10.902
190.986245514,32.1707377278,42863,86667,NGC_4656_NED01,638.0,,5.4,24.346939178,12.0006166415,13.11,10.902
191.014761311,-5.67611601221,42868,142099,PGC042868,1532.59094238,150.000228882,12.4,11.40937489,11.3187796447,11.53,
191.01855,13.25076,42870,,PGC042870,534.0,72.0,7.71821340768,,,,
191.029278431,45.0058271423,42874,142106,PGC042874,3620.45703125,172.500274658,52.7220891636,14.9596983163,14.8662401407,,13.459
191.025040349,44.9998256078,42874,56044,PGC042874,3624.98486328,170.000274658,52.7887470903,16.7480217134,16.7454296266,,13.459
191.039035216,11.1766192875,42878,76972,PGC042878,1794.02978516,132.500213623,26.0064450728,14.888004136,14.7484281777,14.67,
191.04165,-41.74993,42879,,g1244100-414460,2601.0,,29.9,,,10.59,8.392
191.03985,-36.51102,42880,,ESO381-014,3305.0,,41.9,,,13.83,11.808
191.040789849,12.113366948,42881,169945,UGC07906,1231.80444336,145.000228882,17.8312120774,15.9429799418,15.9508506159,15.13,
191.05021237,12.941839798,42884,70360,PGC042884,1084.65515137,172.500274658,16.6,15.2480376173,15.0916750838,14.32,12.815
191.014537304,63.8032270488,42887,162332,UGC07918,2875.46801758,112.500175476,41.7925208302,15.9455978947,15.8594067174,16.27,
191.016982916,63.8018070587,42887,142100,UGC07918,2875.46923828,112.500175476,41.7925386718,16.1269991208,16.0398695279,16.27,
191.0301,70.78977,42888,,PGC042888,1800.0,9.0,26.0933871791,,,,13.336
191.049842708,62.2474681619,42889,27768,PGC042889,2769.125,110.000175476,40.2382293115,15.8818960123,15.760586732,15.36,
191.0817,-40.73172,42891,,g1244196-404355,2966.0,,32.4,,,10.5,8.518
191.080490539,-5.53572019021,42898,142122,PGC042898,2738.1171875,147.500244141,39.7850243801,15.2885132275,15.1745262585,14.4,13.544
191.110877752,34.3796207988,42901,142128,UGC07916,607.0,,9.1,15.0636405325,14.854095397,,
191.106498401,3.52520014317,42902,14334,PGC042902,520.717712402,205.000320435,7.52620623669,14.4211353123,14.2573522389,13.75,12.208
191.14275,-24.27523,42905,,ESO507-006,3408.0,36.0,49.603929899,,,13.82,12.46
191.11988998,0.468070301813,42910,1619,UGC07911,1319.12561035,155.000244141,21.0,13.4189482651,13.2262717209,13.54,
191.122463437,13.4985753677,42913,70351,12442939+1329548,670.862487793,210.000320435,9.69668126583,12.1455446486,11.9179464583,11.64,9.251
191.13325575,11.1905053627,42917,142137,NGC_4660,1293.72680664,140.000228882,15.0,10.8195584681,10.4211247828,10.47,8.194
191.139248528,1.73693853926,42920,14218,PGC042920,1136.79492188,172.500274658,16.4526879222,15.7774685941,15.6616429411,15.52,13.682
191.139483208,-2.31881263091,42921,3541,UGC07913,1713.93200684,137.500213623,24.8400097375,15.0970986067,15.0061638533,15.16,
191.14185,-33.90568,42922,,ESO381-017,3123.0,4.0,45.42329641,,,12.93,
191.157620072,-10.0830307814,42929,142146,NGC_4658,2445.70141602,157.500244141,26.1,35.219691928,11.9797174293,11.43,9.807
191.158924564,28.4724874577,42931,162353,PGC042931,955.0,,9.9,13.8784426203,13.8235167017,14.38,14.071
191.17725,-35.96658,42936,,ESO381-018,624.0,,5.33,,,14.83,
191.188345153,12.3506579905,42944,142154,IC3718,849.0,,6.8,11.8000224383,11.6772712023,13.03,11.907
191.196082425,-10.1978704224,42946,142156,NGC_4663,2462.11645508,160.000244141,35.75104446,12.7349438081,12.4559368501,11.68,9.69
191.197933289,8.10780281835,42947,162358,IC3716,1968.34265137,132.500213623,28.5449010801,15.8909945336,15.8212332573,15.18,13.36
191.204412845,-20.7807439028,42950,162360,ESO574-028,3756.58325195,185.000289917,54.7261148366,13.3804223975,13.4067247351,13.95,12.143
191.20425,-40.7141,42951,,g1244491-404252,2910.0,,32.4,,,12.63,10.985
191.225936671,-9.12511140107,42964,142166,PGC042964,1454.39660645,157.500244141,15.3,13.5566892708,13.4922323311,,13.619
191.26545,-41.01421,42966,,g1245037-410051,2576.0,26.0,37.4155470482,,,13.08,11.075
191.273650995,10.9009131884,42969,76971,IC3727,1276.92114258,140.000228882,18.485824991,14.3830032374,14.2780342127,13.28,12.767
191.274993371,3.05578436238,42970,142177,NGC_4665,940.666442871,195.000305176,15.6,11.0689307158,10.8061724608,,7.417
191.285891161,-0.461904772203,42975,142185,g1245086-002743,1660.75964355,140.000228882,15.7,9.61989056551,9.21953045809,9.46,7.046
191.290384041,10.630373937,42978,76982,PGC042978,1156.47558594,160.000244141,16.7382411002,15.1122701044,15.1599957819,,
191.299290974,10.3244518986,42980,142190,PGC042980,2291.82739258,130.000198364,33.2621283883,16.1402677559,16.0521730446,15.64,13.845
191.314284416,7.6156825861,42982,77041,PGC042982,1427.87109375,137.500213623,20.6760070978,13.823066624,14.0287398418,15.68,13.985
191.31225,-40.82415,42983,,g1245149-404927,2547.0,,32.4,,,12.44,10.433
191.321926875,27.1256023899,42987,103196,12451687+2707307,1327.10559082,122.500190735,14.3,12.4690515557,12.3559476892,12.43,10.402
191.335037312,13.6930606431,42991,142198,IC3735,2005.21337891,137.500213623,17.1,12.907086036,12.7413526986,13.45,11.378
191.377571626,20.8159540136,42995,118608,IC3740,2608.84057617,105.000160217,37.8955393427,15.237470568,15.0792273887,14.69,12.82
191.383290596,-0.535668197086,42999,171348,g1245319-003203,1754.69177246,135.000213623,13.6,12.0893120498,11.9962544173,12.48,10.572
191.382285198,13.3345435708,43001,169947,IC3742,1194.70605469,150.000228882,16.8,14.0534415502,14.0019660253,13.29,14.416
191.40165,71.31872,43010,,PGC043010,1054.0,,17.0,,,,11.667
191.406245861,13.3285531032,43013,70356,PGC043013,183.66796875,130.000198364,2.65385519903,16.2247642659,16.242696204,15.88,14.416
191.42255531,-6.06894093479,43020,142218,PGC043020,1574.83972168,150.000228882,12.4,11.4475981566,11.344910321,11.49,
191.423265031,-6.0700060093,43020,162375,PGC043020,1574.81005859,150.000228882,12.4,11.4815298888,11.3707815978,11.49,
191.42325,-26.63402,43022,,ESO507-008,3040.0,4.0,44.2057785868,,,12.48,12.093
191.448398828,-7.06966249901,43029,142228,g1245476-070411,2986.33496094,152.500228882,43.4185720623,12.0736258662,11.8409274256,11.2,9.273
191.5017,-33.83812,43048,,ESO381-020,589.0,,5.45,,,,
191.5026,-45.41491,43049,,ESO268-038,3507.0,45.0,51.0561499531,,,13.32,11.842
191.514523421,-8.65573185499,43050,142241,g1246035-083920,1587.22290039,150.000228882,22.99479028,13.2083585993,12.9916628138,12.37,10.268
191.518400931,8.47548269518,43051,162386,PGC043051,1485.0,,9.8,13.537732475,13.44684922,14.6,12.797
191.50379508,64.5694437314,43052,162381,UGC07941,2523.29467773,107.500167847,43.5,14.8465447955,14.743666225,14.17,12.822
191.53335,-37.02122,43055,,ESO381-021,3302.0,8.0,48.0490276189,,,13.95,
191.53335,10.16348,43056,,PGC043056,1504.0,6.0,21.7828449082,,,14.72,
191.53725,-41.061,43058,,PGC043058,2613.0,65.0,37.9563327763,,,14.49,13.228
191.563787411,10.2054403468,43072,76994,PGC043072,1142.0,,7.4,13.1989665973,13.2568756092,17.01,
191.56412353,10.2038287609,43072,162388,PGC043072,1142.0,,7.4,13.3182769763,13.370218848,17.01,
191.5653,-41.70604,43073,,g1246158-414222,3290.0,,32.4,,,12.01,9.701
191.597387023,48.2351238439,43081,162390,PGC043081,1186.84216309,150.000228882,16.0,15.5092321154,15.5783038851,15.39,13.538
191.5968,-44.10903,43082,,PGC043082,3105.0,43.0,45.1592564001,,,13.42,11.873
191.659367236,9.3078163451,43100,162396,UGC07942,1065.54541016,180.000274658,15.4189055031,13.9645215793,14.0559045596,13.25,
191.656997567,-4.07632200181,43104,142269,PGC043104,1384.44226074,155.000244141,20.0458839859,15.9716643777,15.9764432397,,
191.690914508,5.95484767556,43106,142279,UGC07943,1021.97650146,190.000305176,15.6,13.8874312346,13.9800463621,,
191.706071514,3.00704969939,43108,162400,PGC043108,2412.35693359,135.000213623,35.0237677288,16.0775977829,16.0301429489,,
191.72808733,-11.6370593757,43118,142287,g1246548-113814,2552.08105469,160.000244141,26.1,12.0094758826,11.8169633704,11.47,9.758
191.731187682,10.1824062559,43119,77001,PGC043119,1434.66589355,132.500213623,20.7745950657,15.4778415172,15.3133326976,,13.727
191.73165,-41.49669,43120,,g1246556-412948,2580.0,30.0,37.4740103701,,,12.3,9.763
191.730876383,26.5642617549,43121,103390,PGC043121,844.0,,10.4,13.8468873538,13.7179925479,14.14,12.426
191.736273578,51.6134433829,43124,32980,UGC07950,508.0,,8.9,12.9152888089,12.9112318783,,12.12
191.73795,-41.58245,43127,,g1246571-413457,3175.0,,32.4,,,11.54,9.551
191.753959112,-1.57770036125,43128,162405,UGC07945,2757.25292969,142.500213623,40.0647091442,14.8602912946,14.7848461194,14.27,
191.7492,36.47642,43129,,UGC07949,331.0,,5.4,,,,12.739
191.7474,-41.17346,43130,,ESO322-079,2766.0,95.0,40.1925548412,,,14.31,12.446
191.78505,-38.00675,43137,,ESO322-080,2772.0,8.0,40.2802498242,,,15.83,
191.78805,71.17621,43141,,NGC_4693,1670.0,,26.2,,,12.41,10.374
191.813741381,10.2035663401,43146,77111,12471529+1012129,1292.64440918,140.000228882,18.7139589977,13.4969634693,13.3168983143,12.74,10.917
191.814589709,-10.0633747008,43147,142306,NGC_4682,2380.60742188,157.500244141,26.1,12.1212999183,11.9300157386,,9.591
191.817063013,11.7602193643,43148,70296,UGC07953,1304.66503906,137.500213623,18.8883702398,15.9896026152,15.9270291823,,
191.823012112,-2.72738034546,43149,142308,NGC_4684,1686.49230957,137.500213623,13.5,10.4210856516,10.1292269785,10.65,8.378
191.826387119,-2.71785936216,43149,162413,NGC_4684,1590.8137207,145.000228882,13.5,9.81609373872,9.67512732331,10.65,8.378
191.832562282,-9.4979104505,43151,142312,MCG_-01-33-006,2972.63989258,152.500228882,43.2176806187,13.0946624116,12.7864749269,,10.187
191.836002538,12.1664032286,43154,70301,IC3779,1368.2668457,132.500213623,15.9,14.3717832138,14.2361840774,14.06,12.809
191.8404,-41.23757,43155,,NGC_4696B,2832.0,61.0,41.1571996535,,,11.24,8.972
191.86995,-43.33474,43166,,g1247288-432005,3260.0,24.0,47.4329342626,,,11.51,9.616
191.87565,-41.65083,43169,,PGC043169,3527.0,59.0,51.3495277418,,,15.32,14.356
191.8821,-41.26222,43172,,PGC043172,2709.0,42.0,39.3594525033,,,15.05,13.495
191.8869,-53.94641,43176,,ESO172-009,1873.0,,24.0,,,15.04,12.092
191.90920727,-5.86771794891,43178,142324,PGC043178,1482.0904541,152.500228882,21.4637840173,14.2259237969,14.0139868462,12.82,11.19
191.913802205,9.15765178822,43180,76917,PGC043180,1727.20373535,130.000198364,25.0332811793,16.202520261,16.2239807941,15.82,
191.92635,-41.52829,43182,,g1247424-413142,3578.0,14.0,52.097641103,,,11.53,9.401
191.9346,12.13338,43183,,PGC043183,1919.0,14.0,27.8263416731,,,15.5,
191.939844557,13.7628019819,43186,169951,12474556+1345461,1741.48510742,127.500205994,16.8,10.1676593084,9.97450974176,11.82,7.953
191.943850909,4.3360226559,43189,162419,NGC_4688,1163.48571777,167.500259399,15.6,12.8408919279,12.734641165,,11.15
191.95515,-40.99856,43193,,PGC043193,3026.0,29.0,44.0004141347,,,15.01,13.094
192.05595,60.2715,43197,,UGC07968,1740.0,7.0,25.2196286107,,,,
191.9781,-21.92848,43199,,ESO574-032,3324.0,6.0,48.3717431864,,,13.55,12.176
191.98335,-40.92047,43201,,PGC043201,3774.0,41.0,54.9825210606,,,13.96,11.926
191.981341407,-1.65605501675,43202,142335,NGC_4690,2845.46118164,145.000228882,41.3539460026,12.3801922036,12.1401828957,12.13,10.065
191.999282929,4.43363727109,43205,142337,PGC043205,1216.60119629,160.000244141,17.6106232038,15.268416777,15.2118619827,,
192.000306354,4.43430213096,43205,30989,PGC043205,1222.91601562,157.500244141,17.7022469785,15.3707371855,15.2839318418,,
191.9931,-22.26846,43206,,ESO_574-_G_033,3535.0,24.0,51.4668788573,,,11.77,10.089
191.99565,-41.18907,43207,,PGC043207,3127.0,13.0,45.4819719677,,,14.4,12.386
191.999570732,10.9708448509,43211,142338,PGC043211,1344.76074219,137.500213623,19.4701318824,16.1985601264,15.8472427207,,12.83
192.0087,-40.59432,43214,,ESO322-085,3970.0,,32.4,,,13.78,11.732
191.99931291,4.6948918776,43215,162423,PGC043215,1201.20617676,160.000244141,17.387251841,14.9187717579,14.765619292,14.49,12.763
192.0111,-40.8185,43218,,g1248027-404907,3628.0,33.0,52.8331353893,,,12.35,10.034
192.0186,-41.21398,43219,,PGC043219,1440.0,6.0,20.851989357,,,14.86,11.639
192.02265,-27.57753,43224,,g1248054-273440,3211.0,8.0,46.7141586803,,,12.28,9.832
192.03585,-41.86328,43230,,PGC043230,2737.0,28.0,39.768695757,,,15.13,14.162
192.039,-43.65868,43231,,ESO268-041,2736.0,39.0,39.7540799265,,,13.89,11.807
192.040627946,-10.1865959394,43236,142342,PGC043236,2437.71508789,157.500244141,35.3943982135,14.5971354321,14.4433115796,13.46,12.297
192.057997311,-3.33331179117,43238,142349,12481363-0319577,1217.39758301,165.000259399,12.0,10.6814801896,10.527656337,10.48,8.528
192.038902094,54.0234882235,43240,42690,PGC043240,3224.15795898,110.000175476,46.9071713258,14.805212792,14.6580150686,,11.962
192.062943196,10.9833062814,43241,142350,NGC_4694,1360.8692627,135.000213623,16.8,11.2848105688,11.130586173,10.84,8.941
192.07665,-46.21708,43243,,ESO268-042,3419.0,10.0,49.7652876828,,,,
192.0849,-26.46449,43244,,g1248204-262752,3295.0,22.0,47.9463453928,,,11.46,9.507
192.08985,-41.71443,43249,,g1248216-414252,2647.0,,36.0,,,11.25,9.478
192.0948,-41.12294,43251,,ESO_322-_G_089,3696.0,13.0,53.8342191266,,,12.73,10.994
192.095414536,8.48739201592,43254,142357,NGC_4698,1213.33227539,155.000244141,16.8,10.4410472173,10.1922011633,9.59,7.555
192.096735304,51.1631525764,43255,142356,NGC4707,468.0,,5.8,10.8871434773,9.19616447343,,
192.11275514,10.5579365142,43261,77108,PGC043261,1353.90734863,137.500213623,19.6028429805,15.7536523434,15.6113231274,15.06,13.296
192.10905,-40.93583,43262,,g1248262-405609,1838.0,34.0,26.6467676058,,,12.58,10.747
192.1293,-41.30636,43269,,PGC043269,3003.0,10.0,43.6630296777,,,14.09,11.753
192.13725,-45.62809,43271,,ESO268-043,3177.0,,37.7,,,,
192.149611002,-5.80074593221,43276,142365,NGC_4697,1330.56750488,162.500259399,12.5,8.90372616672,8.62978894138,7.89,6.357
192.1653,-41.26801,43280,,PGC043280,2855.0,24.0,41.4933637548,,,15.52,14.059
192.1758,-45.00805,43282,,g1248422-450029,3269.0,,37.7,,,12.72,10.588
192.18623005,-5.26334608412,43283,142373,PGC043283,1337.0,,9.0,12.4016313247,12.3687810592,,
192.18075,-41.64387,43284,,g1248434-413838,2193.0,21.0,31.8176839706,,,13.13,11.056
192.19365,-42.1913,43287,,PGC043287,2180.0,54.0,31.6276781743,,,,
192.2055,-41.31107,43296,,NGC_4696,3045.0,,35.5,,,9.29,7.103
192.22455,-41.31853,43301,,PGC043301,2317.0,20.0,33.6300469513,,,,7.142
192.230902849,14.9076581926,43303,75764,12485536+1454283,1570.05297852,125.000198364,22.7447508407,13.6048443034,13.3773204997,13.0,10.597
192.22995,-40.58181,43306,,g1248552-403455,3541.0,25.0,51.5548921939,,,12.38,10.423
192.24343321,10.5866827472,43309,77105,PGC043309,1682.52075195,130.000198364,24.3825788526,15.141395654,15.0192147153,14.99,15.033
192.24855,-14.39916,43313,,g1248597-142357,3657.0,16.0,53.2600681596,,,12.62,10.475
192.259437208,-8.66416056685,43321,142383,g1249022-083952,1469.64758301,157.500244141,15.3,9.03108502274,8.62842274552,8.59,6.489
192.2673,-41.33897,43323,,ESO322-093,3502.0,35.0,50.9828055059,,,13.95,12.838
192.2676,-21.79741,43324,,ESO574-035,3599.0,95.0,52.406202619,,,,
192.28125,-22.3045,43327,,ESO574-036,3417.0,5.0,49.7359499039,,,15.93,
192.2811,-11.41163,43330,,NGC4700,1411.0,,7.3,,,11.26,9.781
192.29830413,3.38870383633,43331,142389,NGC_4701,867.510498047,200.000320435,15.6,13.0484343474,12.8830634062,,9.756
192.30015,-41.54448,43332,,g1249121-413240,2852.0,10.0,41.4495162633,,,13.24,11.521
192.312,-42.76171,43337,,g1249149-424542,3117.0,43.0,45.3352830733,,,13.64,11.524
192.315789905,4.65693461182,43338,142392,UGC07976,2688.50634766,137.500213623,23.1,14.0034904262,14.0865134975,15.07,
192.32745,-41.33543,43340,,PGC043340,3136.0,10.0,45.6139919726,,,14.06,12.354
192.325753782,-4.01567388874,43341,142393,PGC043341,1618.17126465,142.500213623,23.4454802541,14.4972263606,14.3838173182,13.99,
192.34815,-10.11987,43345,,PGC043345,1318.0,,15.3,,,11.4,
192.38775,-41.90036,43362,,g1249331-415401,3352.0,21.0,48.7824720906,,,12.33,10.367
192.39375,-41.0548,43367,,g1249345-410318,2037.0,,27.3,,,12.24,10.229
192.4101,-41.08822,43371,,PGC043371,3274.0,14.0,47.6382987147,,,15.02,13.511
192.40755,-41.38837,43374,,ESO_322-_G_102,3630.0,14.0,52.8625790287,,,12.2,10.161
192.412260964,15.1654989711,43375,142410,NGC_4710,1340.11755371,130.000198364,16.8,10.5180297155,10.229314353,11.24,7.557
192.4083,-40.3993,43377,,PGC043377,3870.0,110.0,56.3958157485,,,16.64,13.181
192.417,-41.36622,43379,,PGC043379,2880.0,40.0,41.858759517,,,15.54,10.199
192.42555,-40.68529,43383,,PGC043383,2242.0,24.0,32.5338596646,,,13.44,11.802
192.4248,-41.22906,43384,,PGC043384,3716.0,11.0,54.1286555199,,,15.22,13.373
192.4265008,-4.57967006512,43385,142414,NGC4678,1524.72106934,150.000228882,22.0845984396,15.2274150794,15.1590118354,13.35,12.419
192.414618085,12.6253031547,43386,70368,UGC07979,1025.5123291,185.000289917,14.8380524646,14.7994828546,14.7052121484,,14.226
192.446847969,3.8423668717,43390,30973,UGC07983,694.0,,9.4,15.1317716227,15.3987107859,15.98,
192.44235,11.22488,43392,,PGC043392,225.0,58.0,3.25134613068,,,16.24,
192.4929,78.38417,43394,,UGC07995,1800.0,5.0,26.0933871791,,,,14.049
192.459165464,2.85295148105,43397,142416,12495021+0251046,1316.93237305,150.000228882,15.6,12.5711985533,12.3191843931,12.58,10.26
192.465,-41.22634,43402,,g1249516-411335,2186.0,9.0,31.7153731572,,,12.55,10.535
192.4698,-40.84626,43405,,PGC043405,3106.0,28.0,45.1739252896,,,15.05,
192.474114288,-6.71741065521,43409,142417,g1249538-064303,3580.3034668,237.500366211,52.1314304027,13.4880288773,13.0801442796,12.36,9.995
192.4758,-41.27938,43411,,g1249542-411646,3742.0,19.0,54.5114228312,,,11.54,9.315
192.48465,-41.26032,43412,,PGC043412,2880.0,35.0,41.858759517,,,15.42,9.358
192.491159902,5.31137415803,43413,31028,12495787+0518410,807.643554688,205.000320435,15.6,13.0455065672,12.9359293883,11.47,9.737
192.50955,-25.92045,43418,,g1250023-255515,3265.0,24.0,47.5062787098,,,11.5,9.477
192.53058882,2.24780563351,43421,14291,PGC043421,1233.66162109,160.000244141,17.8581584753,16.3816666166,16.3372959654,17.34,
192.51615,-40.12594,43422,,g1250039-400733,3610.0,32.0,52.5681426353,,,12.58,10.379
192.51975,-14.73347,43424,,MCG_-02-33-017,3871.0,7.0,56.4105375682,,,10.52,8.66
192.5301,72.87447,43426,,NGC_4750,1623.0,,26.2,,,,8.017
192.54795,-41.22097,43433,,2MASX_J12501152-4113155,2956.0,11.0,42.9735918743,,,,10.833
192.55095,-41.51487,43435,,ESO_323-_G_005,2384.0,,32.4,,,11.66,9.476
192.560279408,10.5400543604,43436,77115,PGC043436,1118.62084961,170.000274658,16.1889943762,15.4997107349,15.3665673099,14.36,
192.58275,-44.42597,43444,,ESO268-046,2295.0,,32.4,,,13.06,
192.612768382,28.3530450607,43450,142433,UGC07990,512.0,,20.4,17.6929128763,17.6028888819,,
192.610699886,25.5006130647,43451,142432,NGC_4725,1419.22644043,120.000190735,12.4,9.27205532523,9.00319736929,8.16,6.168
192.61935,-26.84256,43456,,g1250287-265033,3168.0,13.0,46.0833964345,,,11.36,9.265
192.630115248,17.4712057637,43457,117908,PGC043457,1112.52111816,160.000244141,16.100491382,16.5990893764,16.668483488,16.18,
192.6225,-10.85443,43458,,g1250294-105116,2407.0,,26.1,,,12.15,10.961
192.6321,-22.20143,43461,,ESO575-003,3696.0,39.0,53.8342191266,,,15.29,13.48
192.662245753,1.46434172414,43470,14289,12503895+0127522,1420.06726074,147.500244141,24.3,14.4948076436,14.2805380056,13.35,11.605
192.6783,-4.15578,43478,,g1250428-040921,1506.0,9.0,21.8119701939,,,12.4,10.762
192.6792,-41.43026,43479,,g1250430-412549,2359.0,27.0,34.2439118319,,,12.47,10.493
192.6858,-42.5478,43480,,g1250446-423252,2730.0,,32.4,,,11.71,9.425
192.7176,-14.90661,43489,,PGC043489,3707.0,62.0,53.9961591429,,,14.39,12.599
192.721144226,41.1198822349,43495,142438,MESSIER_094,308.0,,4.66,7.06455150117,6.78275599947,,5.1
192.7434,-26.66662,43502,,ESO507-023,3443.0,9.0,50.1173410292,,,14.24,13.582
192.75375,-41.72244,43506,,g1251009-414321,2468.0,18.0,35.8370373553,,,,10.475
192.7554,-6.3937,43507,,g1251014-062339,1494.0,,12.4,,,10.31,9.774
192.76245,-13.23633,43508,,NGC4723,1304.0,10.0,18.878720971,,,14.08,12.847
192.7758,-47.64939,43515,,g1251062-473858,3710.0,8.0,54.0403246019,,,12.73,10.886
192.778236709,10.9121076249,43516,142440,NGC_4733,1149.64807129,160.000244141,14.9,11.7489002446,11.5404041509,11.08,9.012
192.80535,-6.55927,43526,,PGC043526,1506.0,28.0,21.8119701939,,,12.91,
192.8001,71.63675,43527,,NGC_4749,1689.0,,26.2,,,,9.461
192.81615,-7.77017,43532,,g1251159-074613,3942.0,7.0,57.4557867644,,,12.27,10.42
192.8232,-40.81853,43534,,g1251176-404907,3388.0,20.0,49.3105521103,,,12.38,10.336
192.8274,-14.57356,43536,,IC_3831,3861.0,25.0,56.2633193715,,,11.35,9.471
192.851495489,10.5796482979,43544,77119,UGC08001,1716.39465332,127.500205994,24.8758723786,15.64349388,15.4853498828,15.04,
192.86145,-26.80797,43550,,ESO_507-_G_024,3416.0,7.0,49.7212810145,,,11.92,9.898
192.8721,-41.84388,43553,,PGC043553,1833.0,24.0,26.5739543917,,,14.04,12.031
192.889855075,8.04534310904,43556,170586,PGC043556,3915.62792969,217.500335693,57.0675419011,16.4217392278,16.3346363378,15.8,13.336
192.88275,-26.4521,43557,,g1251318-262708,3235.0,5.0,47.0662120267,,,10.28,8.28
