RA,Dec,PGC#,NSAID,othername,vhelio,distance,r,i,z,I,K,K_err
148.335342599,0.62856766514,,112,,3934.57617188,61.5896568298,17.6233010978,17.3994298667,17.3146577568,,13.702,0.213
155.411800699,0.900255164384,,464,,700.781494141,12.9443502426,17.840913133,17.8592532438,17.9387725156,,,
168.044331058,-0.979240347779,,858,,3976.91381836,62.2746047974,16.1102515712,16.0128928676,15.9054061427,,13.32,0.184
167.573676285,-0.263963231217,,878,,3859.34301758,59.6892051697,18.3784213542,18.2978530406,18.1733050822,,13.476,0.21
176.53220815,-0.457941560233,,1189,,3915.22314453,61.1299934387,17.6042816183,17.49819298,17.3905078909,,13.562,0.198
175.827885017,0.212515965092,,1212,,63.835975647,2.15789842606,13.2552742387,13.1355556871,12.8214039231,,,
185.86139022,-0.411951305215,,1398,,-35.2995071411,1.56168830395,16.7008180487,16.6945266592,16.7462901938,,,
188.117462781,0.388846619893,,1498,,1514.17663574,23.8685760498,13.1889792025,12.9452524721,12.936596924,,,
189.18629219,0.563405647876,,1539,,3739.31225586,60.0032844543,18.3082506816,18.2208168666,18.1446879069,,,
189.127827282,0.22202937172,,1540,,3724.88232422,59.7492828369,16.2397681902,16.1614391039,16.0785190294,,,
190.075717097,-0.185083479287,,1600,,3765.33496094,60.4955482483,16.7511883432,16.5427513772,16.5639687234,,13.735,0.23
204.689115468,-0.417195179473,,1878,,3799.61816406,59.80651474,15.7471209967,15.5716945135,15.4541999304,,13.033,0.222
204.088635945,-0.460524786814,,1883,,3765.8125,59.3541145325,16.2591494462,16.1105383775,15.9449385545,,13.365,0.195
219.958157506,-0.712856033539,,2494,,1793.40588379,27.0029125214,14.3241291583,14.073804909,13.957153374,,11.312,0.096
170.835578635,-3.13086875479,,2996,,2698.32885742,39.0530319214,17.4831560986,17.3539894956,17.1798571484,,,
177.075804269,-1.63991180706,,3261,,3907.40966797,61.0177154541,16.5375092088,16.561101204,16.4605877458,,13.645,0.207
179.301669033,-2.68650062571,,3272,,1394.02050781,22.1687545776,17.452757953,17.5133181794,17.5144559129,,,
178.369363427,-3.22968533309,,3276,,1448.28259277,22.8833427429,17.0410694265,16.9615482473,16.9253601217,,,
180.962863341,-3.70959868354,,3315,,3912.72265625,61.4449119568,16.3127852374,16.3349867755,16.1908408099,,13.496,0.187
190.414321924,-1.44519645427,,3526,,79.5409164429,2.10863637924,7.7341308653,6.78810883161,7.93213463422,,,
191.530258224,-3.26911585606,,3537,,1051.51220703,16.6839122772,17.389774515,17.1622306841,17.0347492236,,13.254,0.141
190.497254971,-3.66736412411,,3549,,2769.94042969,40.7809028625,18.7933282272,19.3827752487,19.3687362091,,,
190.801726385,-2.00324671139,,3559,,3698.97192383,59.3942718506,16.2180041232,15.8368300357,15.6146887698,,12.767,0.14
195.842448163,-2.98970169962,,3695,,3726.21606445,59.5792655945,17.8962419861,17.8694294327,17.9031923645,,13.391,0.197
195.253083313,-1.97620387802,,3699,,1380.23925781,21.7094078064,16.9626883934,16.987029023,16.9339494179,,13.832,0.21
197.275644927,-2.64301157477,,3706,,3899.88842773,61.8022193909,17.7472986468,17.6421350726,17.5564455279,,,
236.309975571,0.772172002704,,3818,,3843.09643555,52.686882019,14.7895980767,14.5247550896,14.4297309807,,13.746,0.275
252.068459415,64.2233541792,,4121,,-65.5678024292,5.21507120132,13.786342982,13.4983457363,14.3462375438,,,
251.647632034,64.0753946959,,4123,,31.9116020203,6.45517969131,14.0821325467,13.881709306,14.0281335996,,,
256.566020822,60.7052351916,,4180,,3581.8425293,50.777053833,15.4836273347,15.2873306428,15.095071808,,12.404,0.099
255.866690482,61.1089327558,,4193,,3292.53125,46.7590332031,16.6152387175,16.4691110167,16.4858327422,,,
258.045570376,61.9149799912,,4216,,3843.35229492,56.2047843933,16.2073033967,16.0758451143,15.9441007295,,14.286,0.31
257.912493216,60.7283474202,,4295,,3854.01855469,56.0037574768,18.154460732,17.9487960973,17.7949207463,,13.823,0.213
257.91813505,60.6877256927,,4297,,3364.0378418,47.6966552734,18.3012616857,18.1743505224,18.0901468023,,,
260.406855867,60.4136580287,,4353,,3598.82324219,51.2076835632,18.0767192544,17.8730897607,17.8538894357,,,
260.123726154,60.745945103,,4354,,3597.66430664,51.2111740112,18.0962325732,17.8341180484,17.7967216174,,,
259.578954217,60.9602642016,,4371,,3359.41357422,47.6980133057,16.2105651879,15.9388919854,15.8963180566,,,
259.708728459,56.4913811855,,4405,,3367.06713867,47.6973876953,17.1335065247,17.0104253174,16.896342981,,14.288,0.251
259.022981135,56.0908117669,,4422,,4.39407062531,6.34846830368,13.5034055843,14.3270721569,14.2271309032,,,
261.549441028,57.169481087,,4576,,3381.26489258,47.9497413635,18.3136794222,18.1602608813,18.0736615313,,,
261.790202539,60.0283457486,,4869,,3359.02514648,47.7482414246,15.6128044835,15.4675904027,15.3653794042,,13.026,0.195
261.386567604,55.6565322625,,4935,,3296.29541016,46.8345413208,18.2117972301,18.0706372188,18.0809731411,,13.681,0.195
331.549020913,1.05196198859,,5052,,2911.88134766,40.0290870667,15.9084638913,15.7652487119,15.7455019315,,13.129,0.134
343.503113087,-1.27202637035,,5243,,3620.56689453,51.29271698,17.7814968595,17.6461781034,17.6192139158,,,
343.80282044,-0.350539733472,,5245,,12.4681549072,3.9336643219,16.7637394441,16.491742946,16.3739956391,,,
345.665109741,-1.23069752505,,5291,,3693.91650391,52.7563362122,17.5301677686,17.4457008344,17.3331520062,,,
344.211754555,-0.842589934394,,5310,,3149.43603516,43.1413726807,18.2365263387,18.0238283559,18.050433962,,,
345.360148198,0.865207674674,,5319,,3067.94946289,41.9913291931,16.5086699667,16.3604098502,16.3168593588,,,
347.674966386,-1.16354447281,,5342,,3701.33056641,53.0413360596,18.2672878587,18.2883344972,18.1783472383,,,
347.325257683,-0.929019377808,,5347,,3691.44384766,52.8341789246,17.6829170219,17.6169628135,17.5670093528,,14.065,0.257
349.991664814,-0.985549958884,,5395,,3635.76391602,52.2367553711,16.89137938,16.906096482,16.8450727699,,14.235,0.336
3.43343595465,0.371795334763,,5720,,3968.74169922,56.4844360352,18.3594841488,18.3233780392,18.3028845318,,,
10.3492957887,-0.064959653819,,5921,,3989.33105469,56.7496299744,16.3579175114,16.1728741764,16.070800507,,,
13.2364465155,-1.17442649455,,5975,,-67.4358139038,2.76942396164,10.5892246017,9.8525188217,10.1755645523,,,
18.0323246164,-1.00069942686,,6346,,3726.60327148,53.5690841675,16.6616857473,16.521688265,16.4252469961,,14.417,0.337
20.5030660932,0.2701316769,,6731,,3801.6159668,54.1403236389,17.0554521382,16.8848226368,16.8201463521,,13.559,0.203
28.9990185035,-0.185560248901,,6949,,3638.06542969,51.7203903198,17.049069543,16.959931512,16.8817111445,,,
32.6382799633,0.738156833359,,7150,,3493.98266602,49.7901306152,15.767864689,15.5827469675,15.4232220499,,12.57,0.102
46.2415173406,0.953935441211,,7753,,3630.91333008,50.508392334,17.8409477847,17.7892614977,17.6919285433,,13.855,0.183
46.6958690018,0.469128701904,,7838,,711.506774902,11.0592679977,17.9701825864,17.8806220777,17.6933948285,,12.876,0.117
8.85138395172,14.7953152035,,8287,,-9.5074224472,3.72233057022,16.0020820881,15.6907083774,15.4468872333,,14.042,0.266
14.9326661643,14.5677585674,,8411,,-403.523498535,1.48148345947,14.8546665912,14.9606360202,14.6051787143,,13.38,0.126
23.2510229082,14.3761688466,,8768,,658.311462402,10.2754354477,16.4527876067,16.4212810683,16.2998840499,,,
23.4689744363,13.7026443009,,8841,,2599.32543945,39.7575263977,18.6509273081,18.9124696284,19.3640487223,,,
24.5012800145,14.982832851,,8844,,742.689575195,11.1977434158,16.7405723363,16.6187547475,16.5525277883,,,
30.0080684314,12.5384086333,,8910,,3514.60205078,49.8186569214,17.8973108749,17.6954361419,17.829346321,,,
25.5310278531,13.2932719171,,9078,,797.351074219,11.77044487,17.0671687715,16.9603524797,16.9677644365,,,
113.850815069,36.6435578521,,9206,,3902.96728516,61.2723808289,17.1610819273,17.0671945982,17.0044447355,,,
114.807304361,37.6768739387,,9209,,3570.63793945,56.2349510193,17.7750121511,17.5995608724,17.7947408117,,,
114.966684955,37.8210369424,,9234,,3572.42724609,56.2896385193,18.2149528149,18.1039031628,18.0204070691,,,
116.582587623,39.8574133269,,9237,,3895.22045898,61.2487564087,17.3638368248,17.1403012871,17.012007296,,,
114.876611351,40.9753749625,,9252,,3824.56640625,60.2753982544,17.9113224673,17.7601898837,17.6801842379,,13.715,0.188
123.164768776,48.6129440545,,9785,,525.545776367,11.5970907211,17.4643329345,17.4527667724,17.3400720321,,,
125.305253267,45.6878944062,,9814,,3916.86669922,60.604763031,17.289792088,17.1731043134,17.067338017,,,
123.304848929,45.9946823276,,9892,,431.014831543,10.4095983505,13.6954386017,13.6163313172,13.4561502716,,9.13,0.034
129.431188971,51.6418196463,,10239,,734.874328613,14.3705787659,16.9072767689,17.8605648472,17.7504373982,,,
131.71888665,54.1117355771,,10310,,573.445800781,12.2366256714,17.2996994415,17.1258198181,17.1614872376,,,
130.16783359,53.7779587125,,10331,,3695.44775391,55.5292930603,17.3969977008,17.221321355,17.2328245746,,,
129.552551856,54.0829403034,,10338,,3689.05004883,55.4552154541,17.4530455724,17.2296054021,17.0316207067,,,
134.285647956,53.8168011093,,10675,,2327.84204102,36.6431045532,17.8228995793,17.6047370427,17.5699136251,,,
134.774614359,53.7602549493,,10691,,2278.54638672,36.030872345,14.804963164,14.7585745379,14.743912749,,9.681,0.053
136.693316387,53.7764339907,,10706,,3994.77880859,60.1827430725,16.7154694053,16.5316887351,16.3767738791,,,
138.33427666,54.633524337,,10713,,3817.5078125,57.1671485901,16.6274189028,16.4733509097,16.3229602847,,,
137.629098703,54.3947930799,,10721,,3896.78027344,58.5829963684,16.4676993049,16.4007361091,16.2877447761,,14.003,0.22
136.290306175,55.5648849799,,10791,,3709.17236328,55.2147979736,18.2900952092,18.1559475652,18.0911034337,,,
140.008765197,56.3566525841,,10870,,3747.92895508,55.7749404907,17.1480052093,16.9840590575,16.9605242828,,13.56,0.135
45.1026901073,-8.09130709353,,11274,,-45.4514045715,2.73953413963,12.8935818725,12.8244843536,13.0011782699,,,
42.294941367,-7.82345575017,,11292,,1374.35949707,19.1072921753,14.7539361679,14.8040250503,14.8623651229,,,
43.4446204099,-7.39556946984,,11304,,1347.37915039,18.8468456268,16.9135554652,17.2248204569,17.1459220271,,,
47.1187432513,-7.81915547431,,11320,,3680.35693359,50.1073265076,15.392263573,15.2680856402,15.2648870166,,,
47.8239267605,-8.08003537123,,11411,,3978.4387207,53.611831665,16.4752235908,16.3664532203,16.2120419044,,13.582,0.213
47.3967583724,-7.95703707959,,11421,,3811.28491211,51.592414856,17.2937375386,17.0749837239,16.9628335317,,,
48.9109642731,-7.07881114704,,11445,,3947.60644531,53.2918014526,15.6081517069,15.4201634256,15.2475159494,,12.782,0.157
52.465611604,-7.67507891166,,11538,,3755.60107422,50.8051452637,18.0220521439,17.9098962296,17.8397410858,,,
53.9493036342,-6.71808319382,,11624,,3776.44116211,51.1682090759,16.407729202,15.8649035031,15.4869013364,,13.179,0.168
56.4853043624,-5.14216880892,,11716,,3893.36401367,53.1567687988,18.3505568849,18.2401099549,18.2324166642,,,
56.8162900474,-4.95495783042,,11719,,3977.25927734,54.4593696594,16.6790717764,16.5141624136,16.3963988943,,13.631,0.167
62.5527296974,-5.0077424176,,11789,,-661.629699707,1.10695040226,14.9084917643,17.0883719065,15.4329477884,,,
62.5187759612,-4.95664152506,,11790,,-632.66003418,1.14452886581,14.7806301278,20.2455911798,14.9982652825,,14.014,0.262
130.816158483,1.48406523151,,11846,,3933.62963867,58.6146125793,17.5233504932,17.4288394611,17.3264815967,,,
135.781826013,0.859419637815,,11942,,3825.02197266,57.9705467224,18.5395296036,18.4593208252,18.3586433349,,13.932,0.273
134.83685142,0.861723129285,,11957,,3927.37207031,59.2126960754,17.1014292665,17.0444510408,16.986788077,,,
136.210967347,0.743387783025,,12036,,3804.00317383,57.7844390869,17.9044143119,17.8485738197,17.7573024192,,,
137.456572924,2.47188531668,,12069,,3819.29296875,57.9470443726,17.5246291032,17.3595805039,17.3571009507,,,
138.265950785,2.02065801379,,12075,,3748.72924805,57.1690368652,17.975726711,17.8987804525,17.7046562307,,,
138.343664851,-0.0724319371441,,12090,,866.523864746,15.9702234268,20.8394194927,20.3939944592,19.9326449719,,,
148.172606781,2.13282201923,,12424,,3527.6496582,54.0839729309,17.9089523622,17.9899507829,17.8193279573,,,
148.022734849,62.3527499257,,12601,,660.455932617,13.4149074554,18.0524004944,21.0743226059,19.0316666611,,,
155.455530817,64.2993330791,,12681,,524.826660156,11.5817432404,17.9151354562,17.7069426309,17.7374058496,,,
155.456413991,65.3704284117,,12685,,3169.56518555,47.1930999756,17.0417615323,16.8735753446,16.8734876065,,13.084,0.131
160.853130812,66.2609403811,,12761,,3488.03881836,51.6099281311,17.545779156,17.586255955,17.5168275111,,,
164.424837054,65.594479186,,12775,,3445.86669922,50.7732505798,16.2843145977,16.3685736309,16.1191801677,,,
165.131577292,65.8128961393,,12776,,3415.62133789,50.334186554,18.0324351985,17.9081962306,17.7874038417,,,
163.726037261,66.0291710012,,12782,,3449.49560547,50.9006843567,17.4025699047,17.2498618511,17.1484233288,,,
161.519058101,65.7743640624,,12802,,3530.3762207,52.0687866211,18.1514879409,18.0986133758,17.9810148422,,,
171.361606374,65.768639768,,12856,,1118.64990234,20.3403148651,18.0143864331,18.1988842664,18.2413866696,,,
177.13435051,67.9373779703,,12983,,-859.628417969,0.863685905933,13.9561016729,12.2970450093,11.9988672902,,,
148.644456962,1.11411494401,,13266,,3773.07861328,58.6374855042,18.5283518974,18.2774735634,18.1704341118,,,
170.064853407,2.52942687262,,13661,,1620.14001465,25.6037273407,13.3834330063,13.1650053482,13.0553289871,,,
171.107252413,3.32953441453,,13756,,1382.81054688,22.5672836304,14.250993238,14.2822737555,14.3238959174,,12.323,0.168
180.34295205,2.18566444448,,13935,,974.743591309,16.5883140564,18.0592277672,18.7629717019,18.7737110283,,,
182.863913203,2.92527829828,,14069,,1297.88745117,21.1775093079,15.4006298996,15.2201909043,15.1532105423,,,
188.193542522,1.56906334015,,14164,,1525.19641113,24.0675945282,17.5521810551,17.5840366382,17.6420228977,,,
189.961172555,1.67256148886,,14240,,1221.16357422,19.8575191498,15.1621370046,14.8836679189,14.7386846273,,12.735,0.111
190.617635558,2.72353762113,,14332,,619.442749023,10.8000650406,15.0449041858,14.7134174839,14.9095253483,,13.6,0.213
191.638477682,3.29969932975,,14342,,745.14855957,12.850646019,16.1517844184,15.8885273918,15.791564463,,13.646,0.253
191.935432037,3.56244604779,,14348,,-105.860992432,1.37476527691,11.50557587,9.42003986685,10.4517476305,,,
193.350817019,1.93139899151,,14390,,889.460327148,14.9839162827,16.8672395435,16.4526277271,16.5065122334,,,
205.950590506,1.37216617712,,14696,,3837.91333008,60.3940925598,17.5627138478,17.3750402791,17.26461433,,,
208.831367913,1.48914341041,,14730,,3882.9453125,60.6638183594,16.9062964334,16.7968966378,16.6864878549,,13.914,0.239
208.831904623,1.48813366937,,14818,,3856.45214844,60.194934845,16.9909470214,16.9008362426,16.7537815703,,13.914,0.239
225.67652255,2.05890907827,,15409,,1995.73999023,29.1683769226,11.3386146619,11.0005828931,11.1764194562,,,
226.280450559,1.99785521242,,15422,,2387.64013672,33.7209129333,13.4891574927,17.2252414771,16.6121299811,,,
113.864900563,31.828097607,,15549,,12.956861496,5.41038036346,12.2958329759,12.2914975725,13.1771739564,,13.978,0.244
113.65611256,31.751857616,,15551,,-23.5100135803,5.01242876053,9.14841344471,8.92811658497,9.99875905628,,11.543,0.099
115.986406443,34.8259700609,,15582,,3883.29394531,60.6039161682,18.2116300689,18.0822651016,17.9594061004,,14.191,0.235
119.569352715,39.8332122117,,15666,,3820.9934082,60.1367111206,15.7441194609,15.5804498748,15.4617078856,,13.391,0.114
119.984645612,39.7702542932,,15667,,3986.54492188,62.491985321,15.6991762369,15.3954271524,15.1798223703,,12.473,0.083
119.888713109,39.2523320427,,15673,,3992.00048828,62.5693817139,18.2676159732,18.0216318958,17.8094155185,,,
120.039758558,39.1828972224,,15676,,3944.32983398,61.8678894043,17.6634746501,17.4978977153,17.4222103069,,13.826,0.191
122.052027936,39.6603923998,,15691,,3873.73876953,60.8062934875,16.2197094688,15.8755074272,15.6446762809,,12.966,0.111
121.801763526,39.8639112334,,15694,,3982.30249023,62.3777961731,15.9162264134,15.6842317844,15.6414156223,,,
120.253277155,39.7967079628,,15732,,3965.30932617,62.176158905,17.6019237656,17.4998806137,17.2530487198,,,
121.417929718,41.240855738,,15742,,3855.03027344,60.5355682373,16.77660547,16.6683043073,16.6959703992,,,
122.196363685,42.3044211301,,15785,,3959.04467773,61.889957428,17.5469242383,17.4027172375,17.3792091656,,,
125.544018183,45.6636493913,,15863,,3917.04174805,60.5746650696,17.859521819,17.8074283131,17.7374057301,,13.719,0.164
133.222946318,51.3965562083,,16068,,607.335144043,12.7750549316,15.4713824008,15.2705757831,15.1693718646,,14.34,0.278
136.01429554,51.3401457756,,16130,,3886.49438477,58.5802383423,16.1703177139,16.0308733627,15.9913988754,,,
136.231002873,52.475780504,,16200,,3938.7097168,59.4119300842,16.6194903768,16.4206359304,16.3929049886,,13.817,0.192
139.443011332,53.2925427745,,16245,,2280.62060547,36.2998352051,16.2200402349,16.0838841527,15.9924649327,,,
148.729239856,56.6078347678,,16514,,1593.03613281,27.9069023132,17.8446603794,17.8485961933,17.7510458012,,,
151.881107733,57.7291362287,,16531,,3000.24389648,44.7146873474,17.6431525577,17.5643485416,17.5842707981,,13.942,0.116
156.63509368,58.3129520958,,16537,,3247.47216797,47.6981239319,18.6239136538,18.4635142169,18.3338517031,,,
155.065828493,58.5301228908,,16556,,3225.86157227,47.4499206543,17.8436284338,17.957228211,18.0021291052,,,
131.654549585,2.82703146184,,16743,,3961.35058594,58.7939567566,17.102051703,16.9500245729,16.8024625459,,,
134.276978539,2.66461233469,,16807,,3981.41577148,59.495639801,17.5607229676,17.3711611237,17.3787161317,,,
134.976473196,3.99384649115,,16840,,3674.9230957,55.3398590088,18.3918355206,18.1534436444,18.0346120099,,,
135.103721742,3.46043714957,,16846,,3547.0480957,53.7538375854,18.3657419463,18.1837427398,18.0596658965,,,
137.316696282,4.11315804294,,16896,,3761.73828125,56.7428512573,17.9002949859,17.7541730071,17.6532055999,,,
138.178595028,3.66119911983,,16914,,3770.38525391,57.1065368652,17.8176364634,17.6940335963,17.6278772089,,,
141.492885149,3.02937688503,,16926,,3582.44921875,54.6910972595,12.0368369827,11.0458015213,12.0727065811,,,
140.928008225,3.3668464222,,16929,,3508.64111328,53.3507118225,17.9298171117,18.0291518285,18.0399550511,,13.588,0.213
140.184218267,3.22324879434,,16936,,3893.60693359,59.5513153076,18.4258808173,18.3363784827,18.3032983817,,12.687,0.146
141.077501156,4.23784374132,,16943,,3583.79003906,54.4725723267,16.6438983016,16.4381144576,16.3177054457,,,
147.17528693,3.69012859405,,17077,,3019.49243164,45.4187736511,17.546014169,17.4096740277,17.6798108609,,,
150.27007935,3.33097395772,,17104,,3773.46899414,57.9283370972,18.0403941057,17.8574622056,17.8181946656,,,
149.828181275,3.71679166269,,17121,,3824.53515625,58.7245674133,17.513761607,17.3884201916,17.282827464,,,
150.071304328,4.88878684797,,17146,,3968.19775391,60.6400222778,16.865067818,16.6930516742,16.7240308307,,,
150.571600011,4.96094308075,,17154,,3925.47631836,59.9369735718,17.3564019833,17.1810918484,17.0435147915,,,
151.463300511,5.00667138899,,17202,,3930.74072266,59.971321106,17.4817438368,17.2764215712,17.3522424941,,,
154.259713387,3.64599680889,,17332,,1038.21887207,18.3787498474,16.615650077,16.5888184501,16.4764222099,,,
157.983258786,4.00334732083,,17445,,2808.83300781,42.3998641968,17.3425098508,16.6433225721,16.7606454938,,13.692,0.13
157.905332707,4.57282128894,,17449,,1168.55078125,20.1375370026,16.8498190115,17.1464479636,17.2920377921,,,
159.127602018,5.01736745284,,17474,,3919.24511719,59.978843689,17.7343260005,17.7409464076,17.664410229,,12.915,0.157
160.696014695,4.53114355262,,17487,,3212.55932617,48.2631111145,19.0384007037,18.4479742587,18.4397688448,,13.797,0.203
161.240840215,3.88699565458,,17494,,3859.09814453,58.9680175781,17.9278268628,18.9043121152,18.9210347943,,13.226,0.198
163.027643343,3.90333399526,,17530,,3788.34057617,57.1640472412,17.3663223973,17.2536915532,17.1556004277,,,
165.154785184,4.06532545432,,17609,,3720.20117188,55.5497589111,16.6414292332,16.7657502171,16.6265404697,,,
218.663084978,4.26409334846,,18219,,1706.18481445,25.8066997528,15.3503836893,15.2177981638,15.370788505,,13.098,0.138
234.77106324,3.63828263302,,18919,,3816.25366211,52.50340271,17.2641071141,17.2130950749,17.1390918553,,13.923,0.225
234.821806216,3.66104132644,,18934,,3820.48828125,52.5790023804,17.3956018542,17.2691827868,17.2363973712,,,
235.893418822,3.74603072346,,18965,,3550.2565918,48.1348190308,16.889128153,16.7218479558,16.5948509618,,,
169.495536762,64.5101228365,,19085,,3579.63330078,51.9621200562,16.1983760214,16.0608313894,15.8705466604,,14.418,0.295
173.42168489,63.8239381445,,19109,,2075.34179688,34.3066329956,18.1525870466,18.5130301618,18.4897519254,,14.065,0.241
172.792643238,63.6381321146,,19110,,3562.29663086,51.4127082825,18.238986214,18.0041763385,17.9883453448,,,
172.347609733,63.6593112668,,19112,,3756.12792969,53.6698799133,17.0480004231,16.4180813709,16.6482258717,,,
172.497242508,63.2234260751,,19114,,1059.09387207,19.3805446625,17.159795131,17.0929387468,17.1715625184,,,
171.90859974,63.3131541418,,19121,,3795.74951172,54.0951957703,15.7450438199,15.4884424863,15.3592043576,,13.191,0.159
171.76189828,63.5336490877,,19122,,3700.4375,53.0590362549,18.3746865649,18.1330188174,18.0839866061,,,
171.671869399,63.4825754801,,19123,,3770.40380859,53.8510894775,16.6159696474,16.3170709505,16.1619634524,,13.265,0.153
177.756881881,64.3264407017,,19197,,3027.72753906,44.6290588379,17.2418420747,17.2010381654,17.0668294862,,,
176.472542183,63.9031304807,,19209,,3904.09790039,55.1199951172,18.1640320048,17.964505218,17.9471454844,,,
177.419958848,65.9288107775,,19226,,1468.89013672,27.1264457703,17.3175362944,27.568351686,17.0275210738,,,
188.136764857,63.8773986756,,19326,,2964.51269531,43.7047195435,14.4961731062,14.2823421584,14.2446148024,,12.593,0.136
193.670799912,63.8904347396,,19376,,562.713317871,12.4580278397,15.5619785409,15.5814716439,15.7033741097,,,
224.129822362,59.5939932162,,19651,,533.706604004,12.451376915,15.9011319126,15.7839205707,15.8010924304,,14.306,0.304
229.018673202,56.2727259191,,19859,,431.85635376,11.2285242081,13.8064439494,13.5668790537,13.5304143626,,,
228.052140949,57.0016359709,,19867,,628.409729004,13.7072706223,16.7729144968,16.528966514,16.6057258524,,,
229.823440078,60.5765437521,,19913,,2562.46533203,37.6856994629,18.4812609384,18.3896824548,18.2978045175,,,
232.529651352,55.5759151674,,19923,,3329.48803711,47.0768203735,18.2205104883,18.1512222345,18.1261577661,,13.704,0.17
231.368603381,54.8536416114,,19926,,2606.66577148,38.205871582,17.7214167781,17.5350087352,17.4279349513,,,
229.121463887,55.519082392,,19937,,3380.67041016,47.6810112,18.1262968354,18.0419748597,17.9554165177,,,
232.770387643,55.7381070926,,19949,,3346.16748047,47.3041381836,16.0628310919,15.7569495917,15.5894481421,,13.234,0.137
233.352300425,56.6088009826,,19952,,3532.61865234,49.8375282288,16.3126439998,16.007361407,15.8078412959,,13.217,0.163
233.356791881,56.6990559263,,19953,,3347.37402344,47.3842124939,17.6033565914,17.2769949352,17.0553839123,,,
233.864440164,56.032811959,,19955,,3370.22338867,47.6416358948,16.9002349182,16.8342177674,16.8396231934,,,
234.511429359,57.5049913906,,19960,,3537.39379883,49.9712562561,17.6948790706,17.5054202236,17.5477337993,,,
235.58425706,53.5294865999,,20001,,3820.93188477,53.5661468506,18.3773879434,18.3372516061,18.3453063394,,,
235.925862449,53.6623179065,,20003,,3545.38671875,49.7165794373,18.2373470558,18.1167959465,17.9437908424,,,
235.882880289,57.2428735413,,20084,,3964.27490234,56.0643501282,18.0986185169,17.978734026,17.751550684,,,
234.686369289,56.7137807849,,20085,,3176.70214844,45.2486991882,18.0545340559,17.9093962691,17.7307883284,,,
236.293438803,58.0666092175,,20090,,3856.71826172,54.5184555054,18.0338338998,17.8347725061,17.8520387796,,13.247,0.172
236.326024411,57.4098454208,,20091,,3964.75878906,56.078918457,16.1368127822,15.9268404006,15.7658945083,,13.216,0.175
236.14314929,57.2150553949,,20092,,3558.62866211,50.2090148926,16.3288692113,16.0588401433,15.9330352422,,13.855,0.227
235.226371388,56.8608774501,,20093,,3420.29296875,48.3422546387,16.2781084309,16.1917951833,16.0775678883,,,
238.664316725,55.6850616756,,20245,,3439.14453125,48.4662742615,18.3431575361,18.1567409101,18.0972325864,,,
241.417948508,50.7545253188,,20293,,3861.3449707,53.6661529541,17.1315898602,17.1890372937,17.2236785595,,13.548,0.173
242.227307467,51.0685959528,,20378,,3823.8762207,53.0924491882,17.9572894642,17.834641225,17.6981570789,,,
243.031416188,49.0986064502,,20515,,3912.6940918,54.2768669128,17.2145129085,17.0785075069,16.8504591823,,12.853,0.124
242.809159384,51.1924399154,,20569,,3892.19726562,54.0614547729,16.1911605954,15.9335826993,15.7769264341,,13.14,0.163
244.098046745,47.0339807047,,20665,,711.167480469,14.8154230118,17.4158604718,17.9850380993,18.0931523419,,,
249.129164385,46.3248501568,,20843,,2467.16918945,35.7520027161,17.2321886713,17.0405134852,16.9774012263,,13.678,0.183
309.481427253,-4.58345095562,,21362,,3845.85522461,51.3219451904,17.9616050354,17.7677144638,17.5964469544,,,
310.461973848,-4.90692858724,,21375,,3892.24536133,51.9481201172,16.9734714337,16.8329570599,16.6755245038,,13.961,0.218
310.487131378,-5.29890306502,,21413,,3717.59863281,49.0519943237,18.4117184053,18.2670727143,17.9239693055,,,
321.973037532,-7.02051563762,,21613,,3530.41992188,46.0628433228,15.8574794188,15.8198493377,15.7171824828,,12.694,0.18
354.966843956,-10.2276027153,,21756,,3442.74609375,49.0597000122,18.0014292738,17.897523596,17.863398268,,13.743,0.209
3.43920514412,-9.93434112367,,21900,,3822.69897461,54.9567680359,17.6081583659,17.4403631846,17.4327395121,,,
7.84098392663,-10.4070446525,,22003,,3660.32885742,52.6077804565,17.6381983896,17.5521226068,17.6583857675,,,
7.84250409505,-10.3783998075,,22004,,3523.95214844,50.7391738892,18.2071721677,18.0808456067,18.2458293561,,,
7.86480384658,-10.6758843573,,22012,,3522.35595703,50.7033538818,17.870204686,17.7758004654,17.6413972366,,,
11.9660051388,-11.1748656068,,22203,,3978.46435547,56.7045822144,18.2756228948,18.1594396139,18.0641952062,,,
11.5366766397,-10.4086133191,,22217,,3910.55493164,55.9244384766,18.0072103931,18.07198586,17.8390099002,,13.942,0.236
19.8095371968,-9.59615743102,,22610,,1912.28625488,24.9745979309,17.9848212842,17.9919261579,18.1145572309,,,
21.1849402117,-8.84354569026,,22656,,3973.95922852,56.1118850708,15.6752955811,15.4753348724,15.3473040955,,12.753,0.173
21.854700351,-8.68925405592,,22719,,3974.54467773,56.0732879639,18.3412837747,18.2274579767,18.3249683145,,,
23.0928974726,-8.63400175652,,22725,,3952.95385742,55.7646636963,18.0816193888,17.9264241526,17.8852683375,,,
26.1490639183,-8.25168046759,,22963,,3941.72216797,55.4580154419,15.9946076172,15.8045307892,15.6590077179,,,
27.9867410493,-9.34063502037,,23076,,3960.30664062,55.520778656,18.3927832651,18.1590825129,18.2738839197,,,
28.8177805405,-8.85431036369,,23147,,3950.5871582,55.3593673706,17.3173597825,17.1717566026,17.0437029375,,,
