RA,Dec,PGC#,NSAID,othername,vhelio,distance,r,i,z,I,K,K_err
111.5811,-35.32983,21011,,ESO_368-_G_001,2868.0,,,,,12.98,10.57,0.074
111.647475975,43.2963540511,21014,82428,07263538+4317468,3130.63989258,48.7540893555,12.8335736927,12.3922494587,12.1784051593,12.43,9.677,0.041
111.67785,47.09394,21020,,UGC_03845,3033.0,,,,,,10.724,0.092
111.72345,-7.54753,21028,,PGC021028,2486.0,,,,,12.38,9.926,0.054
111.76695,80.17806,21033,,NGC_2336,2204.0,,,,,,7.69,0.021
111.80445,85.75139,21039,,NGC_2276,2417.0,,,,,,9.042,0.04
111.9168,48.44597,21049,,UGC03853,936.0,,,,,,,
111.888,-45.68447,21050,,ESO257-017,1007.0,,,,,,,
111.9783,-67.57415,21057,,g0727547-673427,3604.0,,,,,11.58,9.403,0.034
112.02615,-62.36311,21062,,IC_2200A,3248.0,,,,,11.64,9.4,0.024
112.04775,72.57301,21065,,UGC03838,3050.0,,,,,,12.215,0.095
112.05405,58.50672,21067,,UGC_03855,3163.0,,,,,,9.129,0.025
112.073018451,40.7702952314,21073,73522,UGC03860,353.0,9.46011924744,14.7525337439,14.5813797217,14.5009153586,15.33,,
112.07295,-62.35291,21075,,g0728175-622111,3248.0,,,,,11.66,9.536,0.026
112.07685,-62.89397,21076,,ESO088-015,3271.0,,,,,14.09,12.331,0.121
112.12425,69.1929,21078,,NGC2363,64.0,,,,,,10.62,0.13
112.1775,-75.05235,21088,,ESO035-009,1144.0,,,,,15.92,13.063,0.167
112.207298062,35.5486789529,21094,134521,PGC021094,3915.00610352,61.5449790955,14.8798029405,14.756447075,14.5982725603,14.24,12.077,0.08
112.22535,69.21496,21102,,NGC2366,96.0,3.27,,,,,13.05,0.109
112.269386875,33.8609547064,21109,134524,NGC_2389,3957.00610352,62.2312965393,13.4298049122,13.1398192554,12.8839541584,12.02,10.33,0.04
112.27515,-59.22315,21112,,ESO123-013,3028.0,,,,,14.63,,
112.322885618,27.9004528471,21120,134528,UGC03876,860.001342773,15.4987478256,13.5428355232,13.2823489204,13.2830489173,12.69,12.908,0.131
112.35165,7.17556,21122,,UGC03883,3954.0,,,,,,,
112.3533,72.12825,21123,,IC2184,3574.0,,,,,,11.578,0.092
112.43745,75.49809,21138,,UGC03846,2464.0,,,,,,,
112.55055,-62.25258,21155,,g0730121-621510,3184.0,,,,,10.98,8.907,0.038
112.5765,-31.59865,21161,,ESO_428-_G_037,2095.0,,,,,12.55,9.464,0.045
112.57575,49.51978,21162,,UGC03881,3061.0,,,,,,12.773,0.113
112.57665,79.87247,21164,,IC_0467,2038.0,,,,,11.62,10.034,0.054
112.6002,-61.78995,21167,,g0730240-614724,3203.0,,,,,12.86,10.513,0.067
112.6722,-62.02663,21175,,07304127-6201357,3262.0,,,,,12.14,9.867,0.035
112.73625,72.51756,21189,,UGC03864,2616.0,,,,,,12.41,0.118
112.77945,59.48164,21195,,UGC_03885,3808.0,,,,,,10.858,0.067
112.82685,-68.18753,21199,,ESO059-001,530.0,4.49,,,,12.91,,
112.84916166,0.0536291835811,21201,134540,UGC03895,1456.00219727,24.1920623779,14.442616406,15.1979569822,13.7523011594,14.69,,
112.8534,-53.93025,21203,,ESO163-004,3132.0,,,,,13.67,11.773,0.093
113.1081,86.66681,21210,,CGCG_370-016,2124.0,,,,,,10.834,0.101
113.0019,-31.79785,21221,,ESO_429-_G_001,2118.0,,,,,14.07,10.85,0.067
113.09655,72.90869,21230,,UGC03878,3034.0,,,,,,,
113.0853,85.70886,21231,,NGC_2300,1923.0,,,,,,7.592,0.017
113.09265,-77.91911,21232,,ESO_017-_G_002,1631.0,,,,,12.3,10.228,0.05
113.157260741,35.6146721283,21244,134551,UGC03899,3884.00585938,60.9276657104,15.3047947436,15.1713242084,15.0541653186,14.47,12.94,0.161
113.18539776,16.8973311295,21245,134554,PGC021245,2434.00390625,39.1393241882,15.3542123187,15.1760011065,14.9748349536,14.5,12.235,0.076
113.2278,-35.48882,21251,,ESO368-004,1396.0,,,,,14.08,,
113.32995,54.67251,21271,,PGC021271,3087.0,,,,,,11.983,0.068
113.33325,59.62533,21273,,UGC_03897,3529.0,,,,,,9.522,0.032
113.47215,37.02594,21291,,UGC03907,2503.0,,,,,14.16,12.043,0.08
113.48415,-50.44297,21293,,ESO_208-_G_021,1003.0,,,,,,7.819,0.016
113.54745,66.88399,21302,,PGC021302,213.0,3.28,,,,,,
113.55255,4.5464,21303,,UGC03912,1236.0,,,,,,11.923,0.115
113.55435,-67.58031,21305,,g0734130-673449,3494.0,,,,,12.72,10.98,0.088
113.71335,-69.78082,21323,,ESO059-006,1329.0,,,,,13.67,,
113.71335,-69.28421,21325,,g0734512-691703,1399.0,,,,,9.98,7.799,0.024
113.74005,85.53717,21334,,IC_0455,2050.0,,,,,,9.929,0.034
113.7807,-46.9278,21338,,ESO_257-_G_019,2875.0,,,,,12.41,10.084,0.05
113.78565,-55.2866,21339,,ESO163-007,2974.0,,,,,,13.765,0.234
113.83125,-50.2527,21342,,ESO_208-_G_025,1200.0,,,,,12.79,11.624,0.118
113.83815,-50.04314,21343,,g0735211-500235,2986.0,,,,,12.86,10.837,0.056
113.898295912,41.9635889345,21353,73544,PGC021353,3099.24487305,48.0032997131,16.2432351877,16.107388096,15.9947858622,15.42,13.477,0.144
113.9355,-46.55553,21360,,07354452-4633203,2859.0,,,,,12.82,10.621,0.049
114.0513,-69.79633,21369,,07361230-6947467,1499.0,,,,,12.99,10.765,0.105
114.0504,-70.71142,21370,,g0736121-704241,1401.0,,,,,13.01,11.577,0.145
114.09915,-69.53075,21373,,NGC_2442,1437.0,,,,,,6.796,0.02
114.11715,-47.63529,21375,,NGC_2427,971.0,,,,,10.32,8.213,0.029
114.16845,4.17024,21383,,PGC021383,2776.0,,,,,,11.6,0.095
114.18105,74.45058,21386,,PGC021386,3760.0,,,,,,13.189,0.2
114.2142,65.60242,21396,,NGC_2403,125.0,3.16,,,,,6.177,0.019
114.24465,73.71334,21398,,UGC03909,945.0,,,,,13.2,,
114.235047113,35.2418156765,21399,134592,NGC_2415,3784.00585938,59.1656913757,12.9140606565,12.8184586209,12.6542950315,,9.761,0.02
114.305886651,35.668022473,21407,134595,UGC_03937_NOTES01,3998.00610352,62.8012580872,14.5582850182,14.1796210015,13.8892824852,,11.324,0.044
114.36636706,35.6561605535,21419,156244,UGC03934,3998.00610352,62.7938766479,16.7170397094,16.5553442291,16.3546930603,15.47,13.182,0.129
114.4041,-52.30519,21429,,g0737370-521819,3068.0,,,,,13.82,10.483,0.049
114.4716,-55.18331,21445,,ESO163-010,2784.0,,,,,,11.514,0.108
114.49845,3.31615,21450,,UGC03946,1198.0,,,,,,,
114.5496,70.85214,21451,,UGC03921,2475.0,,,,,,14.074,0.212
114.5229,-55.19076,21453,,ESO_163-_G_011,2822.0,,,,,11.84,9.52,0.032
114.55005,-69.47533,21457,,g0738120-692832,1507.0,,,,,11.07,9.035,0.031
114.59295,-50.75679,21466,,ESO208-033,1078.0,,,,,12.99,,
114.6348,-68.77027,21472,,g0738321-684614,1315.0,,,,,12.1,10.042,0.057
114.652099681,37.6335167883,21475,9208,07383650+3738006,3898.57006836,61.2196006775,14.2064060451,13.9255890132,13.7587036372,13.28,11.221,0.074
114.684,2.21765,21479,,UGC_03950,3391.0,,,,,,10.326,0.043
114.75195,-22.04626,21488,,ESO560-004,2183.0,,,,,12.53,9.292,0.018
114.7893,-0.7601,21494,,PGC021494,1463.0,,,,,14.19,13.736,0.231
114.7956,59.16119,21496,,UGC03943,3525.0,,,,,13.24,11.684,0.099
114.9276,-2.62149,21511,,PGC021511,1668.0,,,,,13.93,,
114.980385225,39.0416457285,21517,134614,UGC03954,3190.00488281,49.752456665,16.742320026,16.6556081425,16.7147397648,,,
115.0014,71.1352,21520,,UGC03940,2458.0,,,,,,,
114.9996,-76.43719,21525,,ESO035-012,1460.0,,,,,14.65,12.7,0.12
115.07415,-1.57378,21535,,UGC03964,1461.0,,,,,13.19,,
115.0737,-32.0305,21536,,ESO429-008,3986.0,,,,,11.65,9.108,0.098
115.094794679,23.2749684185,21542,31597,07402274+2316299,2255.56542969,34.1600914001,13.3917143066,13.0440237243,12.8181631286,13.0,10.713,0.057
115.067790874,32.2583301231,21543,15536,PGC021543,3921.39526367,61.0115318298,15.3606553026,15.1531968065,15.0520291277,14.71,12.568,0.125
115.128218513,83.7903335814,21547,134620,UGC03890,2034.00317383,32.9277877808,14.2143062243,13.9130710253,13.6892379412,,,
115.163699495,39.2333038051,21558,156262,07403929+3913599,3344.28442383,52.6319122314,12.7361285583,12.2547919647,11.9022586242,12.06,9.299,0.024
115.241156706,39.3792099415,21567,9242,PGC021567,3252.79296875,50.9386978149,16.373026821,16.2294645041,16.0877809256,15.47,,
115.245,-32.07264,21569,,ESO429-012,2716.0,,,,,13.61,10.528,0.075
115.3332,-55.17947,21582,,ESO163-013,2879.0,,,,,15.03,13.618,0.229
115.35795,40.1116,21585,,UGC03966,364.0,6.8,,,,,,
115.3677,-38.58465,21586,,ESO_311-_G_003,2789.0,,,,,,10.843,0.138
115.4808,16.8025,21600,,UGC03974,270.0,8.13,,,,,13.769,0.207
115.632,16.56118,21614,,PGC021614,281.0,7.94,,,,,,
115.634793969,49.1908584502,21619,82513,PGC021619,2974.53027344,45.096912384,15.0777637661,14.9480011165,14.8191215694,14.29,11.989,0.094
115.8822,-51.68248,21656,,g0743317-514057,2608.0,,,,,12.73,10.104,0.04
115.887150844,31.5352741958,21657,26095,UGC03986,3735.06420898,57.5065193176,16.5588946292,16.4474158236,16.3989729831,15.98,12.771,0.093
115.93215,-56.76785,21660,,g0743437-564604,2818.0,,,,,12.19,9.875,0.039
115.9719,56.98689,21666,,UGC_03981,3236.0,,,,,,9.726,0.035
116.14245,-13.11378,21687,,PGC021687,2306.0,,,,,14.19,11.668,0.122
116.16225,-58.15361,21690,,g0744389-580913,2903.0,,,,,12.65,10.387,0.045
116.24895,72.8108,21698,,UGC03975,2480.0,,,,,,,
116.23485,-41.78093,21703,,ESO311-007,1053.0,,,,,14.78,,
116.3067,70.03244,21712,,UGC_03984,3885.0,,,,,,10.326,0.048
116.33865,56.15401,21715,,UGC03998,988.0,,,,,,13.416,0.129
116.43525,4.98135,21730,,UGC_04010,2769.0,,,,,13.33,11.483,0.069
116.578422818,39.0668732068,21754,9297,PGC021754,3840.70532227,60.4173736572,14.815156747,14.507930566,14.4046972286,14.17,11.772,0.088
116.60565,-18.54703,21759,,ESO560-012,3307.0,,,,,12.65,10.123,0.044
116.6811,-5.78874,21768,,PGC021768,1329.0,,,,,,,
116.736976258,51.2953101973,21772,82623,PGC021772,445.0,19.8211154938,16.341681415,16.1922435107,16.2891940417,16.28,13.469,0.173
116.7264,-38.30339,21775,,ESO_311-_G_010,2817.0,,,,,15.33,9.866,0.062
116.881585141,51.1925011335,21812,134663,PGC021812,454.0,10.5683698654,15.2001391261,15.2386017649,15.2018042414,14.77,12.805,0.115
116.89185,-41.45204,21815,,ESO_311-_G_012,1131.0,,,,,10.2,7.749,0.017
117.0036,85.55183,21817,,CGCG_362-045,34.0,,,,,,11.302,0.08
116.96655,-18.74863,21822,,ESO560-013,3237.0,,,,,11.39,8.789,0.032
117.05715,-18.6385,21844,,ESO560-014,921.0,,,,,14.11,,
117.06825,-1.46661,21850,,07481638-0127596,3520.0,,,,,13.79,11.658,0.067
117.1386,62.2074,21854,,UGC04024,1717.0,,,,,13.21,11.822,0.083
117.18255,-26.24659,21863,,ESO493-016,2647.0,,,,,12.03,9.209,0.027
117.2556,-26.24531,21878,,ESO493-017,2470.0,,,,,13.38,10.021,0.04
117.2904,55.6047,21882,,SBS_0745+557,1198.0,,,,,,11.276,0.052
117.30135,-26.39311,21886,,ESO493-018,2674.0,,,,,11.97,8.605,0.027
117.32775,-54.4704,21889,,ESO163-019,1047.0,,,,,,,
117.329639277,30.9017580219,21891,33327,UGC04034,3966.61743164,61.4908828735,16.0250358513,15.7676734855,15.6034889152,15.4,13.574,0.155
117.35385,74.33414,21896,,UGC_04014,3946.0,,,,,,10.807,0.042
117.420319457,29.9442201447,21909,156310,07494086+2956393,3707.90063477,56.7857017517,14.8736806423,14.4865766079,14.1833711178,13.76,10.942,0.044
117.69285,54.36221,21970,,UGC_04043,3403.0,,,,,12.78,9.955,0.027
117.7053,74.35675,21971,,UGC_04028,3946.0,,,,,,10.196,0.047
117.733499684,23.8958718025,21976,35800,07505604+2353453,2125.39477539,31.7224159241,14.2584696876,13.9550524818,13.7615405189,13.59,11.11,0.09
117.97815,73.01567,22031,,NGC_2441,3466.0,,,,,,9.943,0.052
118.1211,73.59487,22044,,UGC04037,3328.0,,,,,,,
118.1592,73.50264,22050,,UGC_04041,3428.0,,,,,,10.363,0.039
118.2366,74.5764,22064,,PGC022064,2346.0,,,,,,13.357,0.187
118.24875,72.04128,22067,,UGC04050,2487.0,,,,,,11.853,0.094
118.258200735,53.0229955418,22069,82727,PGC022069,3448.9284668,52.7753982544,15.9206750524,15.7811181676,15.6546323431,14.94,,
118.438710063,21.0494428893,22100,64280,PGC022100,2136.34838867,32.2597312927,14.6308414936,14.4172909259,14.229008913,13.93,14.502,0.347
118.51995,74.38631,22127,,UGC_04057,3833.0,,,,,,9.21,0.022
118.72515,72.61186,22167,,UGC04067,3461.0,,,,,13.63,13.242,0.168
118.76775,-76.41254,22174,,g0755042-762445,1766.0,,,,,11.67,9.766,0.043
118.7745,43.48727,22176,,UGC04087,3786.0,,,,,14.25,13.556,0.27
118.80165,-28.16524,22177,,ESO430-001,1689.0,,,,,,9.235,0.112
118.8579,-21.3414,22192,,ESO561-002,938.0,,,,,,,
118.8756,-22.72966,22195,,ESO494-004,2584.0,,,,,11.62,10.025,0.042
118.9647,-52.30667,22210,,g0755515-521824,1070.0,,,,,10.45,7.721,0.016
118.9962,85.15889,22213,,IC_0469,2080.0,,,,,,9.083,0.028
119.0592,60.30414,22232,,IC2209,1545.0,,,,,,11.805,0.084
119.0649,78.01342,22238,,UGC04066,2297.0,,,,,,12.106,0.106
119.188269342,39.9278844007,22260,134731,NGC_2476,3729.00585938,58.8549880981,12.8061211998,12.4383214409,12.1687234337,,9.502,0.02
119.21775,60.34936,22270,,NGC_2460,1450.0,,,,,,8.515,0.018
119.22615,-24.90618,22272,,ESO494-007,1558.0,,,,,12.47,10.653,0.08
119.259,14.39101,22277,,UGC04115,343.0,7.83,,,,15.3,,
119.257760828,49.5674403952,22279,76316,07570186+4934024,3502.69628906,54.5210876465,13.3779004513,13.0910180508,12.9453137814,13.21,10.343,0.064
119.293528117,23.7798225195,22289,47384,NGC2480,2344.8515625,36.23204422,14.5091635294,14.418266923,14.2931276865,13.83,11.695,0.084
119.30730975,23.7677736352,22292,134737,NGC_2481,2332.00366211,35.9585762024,12.6566216894,12.2761838385,11.9947831579,11.3,9.144,0.016
119.35787389,35.939489628,22305,134739,UGC04117,773.001159668,14.706568718,15.5325765048,15.4615001117,15.5208520328,15.23,13.747,0.16
119.3628,-19.24304,22306,,ESO_561-_G_003,3520.0,,,,,12.95,10.341,0.053
119.5524,85.71667,22316,,CGCG_362-048,1896.0,,,,,,10.902,0.057
119.4966,-14.28409,22319,,PGC022319,2269.0,,,,,12.84,12.42,0.144
119.5143,56.68044,22327,,NGC_2469,3472.0,,,,,12.36,10.558,0.047
119.5185,47.32165,22331,,PGC022331,2466.0,,,,,,13.477,0.139
119.5644,-49.85424,22338,,ESO_209-_G_009,1119.0,,,,,10.51,7.945,0.019
119.62515,-14.35428,22354,,NGC_2501,2137.0,,,,,11.23,9.159,0.028
119.72655,58.0422,22369,,UGC04121,1090.0,,,,,,,
119.779701978,-0.637902684156,22377,134758,g0759071-003817,3622.00561523,54.8845863342,13.6924988636,13.4274880298,13.1487137684,12.24,10.203,0.044
119.8722,-1.65238,22400,,UGC04149,3593.0,,,,,14.38,,
119.967968353,5.60809932494,22414,134766,NGC_2504,2618.00415039,43.3707771301,14.3822083255,14.2755150576,14.1430668612,13.71,11.425,0.07
120.099358077,42.1938350404,22446,9586,UGC04148,721.755371094,14.0830068588,15.6276780038,15.5439844995,15.3495245843,15.73,,
120.098441856,39.830438553,22447,134775,NGC_2493,3910.00610352,61.3859214783,12.318721812,11.9229031017,11.6326141765,,8.812,0.023
120.1700787,39.8705151965,22463,15669,PGC022463,3975.88012695,62.3318634033,14.7561662129,14.3929688863,14.1412980489,14.26,11.917,0.081
120.184687848,37.2074788928,22468,26234,UGC04157,3945.40942383,61.7973823547,15.4918377017,15.4370185947,15.3382389163,15.56,13.462,0.13
120.216,79.36375,22471,,UGC04103,2133.0,,,,,,13.694,0.173
120.36375,61.4054,22508,,UGC04153,1756.0,,,,,,11.525,0.067
120.46395,61.41312,22524,,UGC_04159,1607.0,,,,,13.12,11.5,0.065
120.471513833,50.7371839185,22525,156426,NGC_2500,514.0,11.4193954468,12.4857558461,12.2815188618,12.204620287,,9.262,0.073
120.50955,73.04534,22534,,UGC04137,3165.0,,,,,,13.779,0.28
120.544505557,9.48599098702,22541,156430,08021067+0929095,3989.39111328,58.8676681519,13.8320883277,13.4366339209,13.1544188025,12.93,10.517,0.05
120.6348,-34.50196,22560,,ESO369-003,3310.0,,,,,,9.945,0.074
120.6378,61.38784,22561,,UGC_04169,1589.0,,,,,12.54,11.021,0.082
120.679102826,40.6785817629,22575,134806,UGC04176,3087.77172852,47.2787513733,15.0161999411,14.8312691397,14.6916340537,14.55,12.615,0.14
120.702573197,0.287260734642,22576,134807,PGC022576,3548.00537109,53.9854850769,16.0601925656,15.6731457517,15.5252175138,14.55,12.436,0.102
120.69615,-12.31781,22578,,A0800-1210,1476.0,,,,,11.24,8.804,0.039
120.7605,-18.70202,22591,,ESO_561-_G_009,3372.0,,,,,12.14,10.215,0.047
120.8214,-77.07286,22605,,ESO035-020,1747.0,,,,,14.85,,
120.95745,61.3467,22628,,UGC04182,1507.0,,,,,,12.275,0.092
121.10355,84.6414,22640,,UGC_04078,1861.0,,,,,13.16,11.12,0.062
121.03545,74.04775,22649,,NGC2523A,3806.0,,,,,12.96,11.247,0.105
121.07805,77.81667,22660,,UGC_04151,2285.0,,,,,,10.392,0.067
121.351956138,55.9501584426,22710,134833,UGC04204,2979.00463867,45.2265739441,16.2455372509,16.0305027661,15.8842186627,,,
121.3716,-22.92499,22712,,ESO494-021,1584.0,,,,,,,
121.40835,-11.42697,22721,,g0805380-112537,1581.0,,,,,10.27,8.81,0.046
121.44895478,30.2320629618,22726,31771,PGC022726,2306.93383789,34.9166297913,15.73162201,15.5115235145,15.3875038917,14.75,12.606,0.115
121.49715,-27.39741,22736,,ESO494-025,1031.0,,,,,11.07,8.358,0.03
121.50555,-66.52223,22739,,ESO089-010,3442.0,,,,,15.08,,
121.54605,-27.52799,22746,,ESO494-026,965.0,,,,,9.62,7.876,0.045
121.54665,-3.28286,22748,,PGC022748,1348.0,,,,,13.41,12.183,0.146
121.733904258,84.7553244281,22751,134852,UGC04100,1007.00158691,17.9474849701,15.6663764815,15.4905380111,15.54604281,,,
121.7859,-28.05233,22760,,ESO430-020,1027.0,,,,,,9.625,0.03
121.662,73.34366,22763,,UGC_04199,3590.0,,,,,,10.848,0.06
121.79625,80.12618,22783,,UGC04173,866.0,,,,,,,
121.8318,-61.72032,22799,,ESO_124-_G_011,3188.0,,,,,12.79,10.43,0.049
121.853456901,39.1944865906,22805,156480,08072482+3911401,3914.48681641,61.4035568237,13.3976631993,13.1383400792,12.9699993962,12.67,10.283,0.064
121.87575,-27.5089,22808,,PGC022808,920.0,,,,,,13.285,0.204
121.91235,74.58463,22815,,UGC04202,2296.0,,,,,,13.256,0.179
122.026346362,55.5162595906,22837,82984,UGC04230,-7.35040712357,4.74849748611,13.935873065,13.7587471342,13.6796350813,14.35,11.83,0.076
122.039946908,39.1574219331,22838,26312,08080958+3909267,3917.32983398,61.4398612976,12.8751925697,12.5019702186,12.3496855965,12.12,9.664,0.03
122.17545,-61.67387,22858,,ESO124-013,3199.0,,,,,13.76,11.799,0.109
122.2167,-61.3109,22868,,PGC022868,3024.0,,,,,,,
122.264360075,16.6761174912,22873,134877,UGC04247,2824.49755859,45.9455032349,16.4972883665,16.3387190306,16.2555567228,15.59,,
122.3031,-61.6603,22879,,08091268-6139371,3006.0,,,,,11.66,9.288,0.027
122.3181,-25.48602,22886,,ESO494-030,2723.0,,,,,14.14,,
122.348964119,57.7631828671,22890,134884,08092376+5745474,1235.00195312,20.3318786621,13.5886551853,13.1332203861,12.8857972141,,10.43,0.046
122.35043836,0.609522290038,22894,134885,UGC04254,1804.00292969,28.4122371674,14.2588849595,14.1023335984,14.0310864976,12.91,,
122.3997,41.59452,22900,,PGC022900,682.0,,,,,,,
122.48085,-74.51153,22908,,ESO035-021,1247.0,,,,,16.27,,
122.699024713,46.9123355985,22941,156512,UGC04258,3124.68847656,47.252456665,15.4464990224,15.2381154622,15.1238595571,14.7,14.43,0.282
122.7468,72.79444,22947,,UGC_04242,3150.0,,,,,,11.515,0.067
122.7864,46.46568,22955,,UGC04260,2254.0,,,,,15.12,13.16,0.146
122.846187727,3.63323165246,22962,156517,NGC_2538,3999.00634766,59.0952033997,12.9595716142,12.6178643846,12.3041036272,12.36,9.62,0.037
122.9031,76.42172,22969,,UGC_04238,1541.0,,,,,12.03,10.991,0.102
122.9148,-69.65207,22973,,ESO059-027,1425.0,,,,,13.09,11.669,0.126
123.21045,-27.55335,23020,,ESO494-035,1058.0,,,,,10.68,8.386,0.015
123.225639927,55.6721402306,23024,82894,08125415+5540194,3527.52001953,52.9473800659,12.8649060465,12.4718129373,12.2109086252,14.69,10.108,0.035
123.2379,73.5632,23025,,NGC_2523B,3835.0,,,,,,9.589,0.128
123.235054308,54.9690673381,23026,156534,UGC04267,2565.265625,39.0151367188,14.5221465769,14.3338397684,14.2177833262,13.51,11.746,0.074
123.241350605,36.2546358801,23028,33446,08125792+3615166,2469.69848633,37.7379264832,12.366834659,12.0136985964,11.7389698214,11.77,9.407,0.032
123.62055,86.1318,23030,,PGC023030,1842.0,,,,,,13.492,0.151
123.311387456,45.9894061098,23040,156537,NGC_2537,449.0,10.6177072525,12.7186394526,12.5257569147,12.4234066798,12.01,9.111,0.02
123.321659812,46.3723736585,23043,9870,PGC023043,2267.04956055,34.8123893738,15.991778827,15.7926478151,15.6646532777,15.29,14.196,0.225
123.496047313,45.7442846399,23071,134924,IC_2233,557.0,11.8318462372,13.3855377013,13.238132077,13.1569648559,12.76,10.736,0.046
123.55901266,21.355457879,23086,156550,NGC_2545,3385.00537109,52.7346496582,12.0911855869,11.7085218601,11.4222154788,11.32,9.373,0.024
123.57555,-18.28872,23090,,ESO561-030,1623.0,,,,,13.57,,
123.638915717,54.7995935068,23103,82766,08143334+5447584,3512.02612305,52.7584075928,14.0747095077,13.7158113449,13.4396043746,13.16,10.613,0.039
123.66345,-31.34686,23109,,ESO430-026,1657.0,,,,,14.26,11.989,0.123
123.667117546,49.0617807622,23110,134933,NGC_2541,559.0,11.888584137,12.9889757974,12.7517683847,12.6339590891,11.48,10.072,0.043
123.7503,73.57894,23128,,NGC_2523,3447.0,,,,,,9.228,0.036
123.86745,78.86224,23148,,UGC_04263,2179.0,,,,,,10.407,0.031
123.9273,-28.85573,23156,,PGC023156,1697.0,,,,,14.63,,
124.1262,-28.13096,23197,,ESO430-030,1488.0,,,,,14.33,,
124.1388,-71.85857,23200,,ESO060-003,1421.0,,,,,13.72,12.166,0.15
124.226874107,24.176633515,23214,64353,IC2256,2103.59106445,31.9150161743,14.8934990565,14.7317940394,14.599975268,14.08,11.893,0.063
124.4091,-29.73017,23216,,ESO431-001,1656.0,,,,,,9.62,0.076
124.2504,-25.37018,23218,,ESO494-040,1484.0,,,,,14.21,,
124.2747,-27.45829,23222,,NGC2559,1571.0,,,,,9.22,7.417,0.027
124.337809542,24.9626096535,23229,64367,PGC023229,2074.61865234,31.4431858063,16.8605994767,16.6933106965,16.6698875016,16.3,,
124.355900674,21.1632231387,23231,84116,PGC023231,2166.18530273,33.2599411011,15.5543991729,15.4745194121,15.4446064635,14.31,13.133,0.163
124.357501207,21.6854909883,23232,134961,UGC_04308,3566.00537109,54.8104553223,13.0397970145,12.7487012809,12.5880472129,11.67,9.861,0.048
124.36215,-24.68108,23234,,ESO_494-_G_042,1741.0,,,,,11.53,9.946,0.057
124.367107267,21.1809687789,23236,134964,PGC023236,2209.00341797,34.0212440491,16.0036663417,15.8140816097,15.649397314,15.1,13.21,0.116
124.3845,-45.62011,23237,,ESO_259-_G_001,2724.0,,,,,13.93,10.132,0.038
124.403361097,35.4453976023,23239,134965,UGC_04306,2416.00366211,36.9011421204,14.1126858418,13.7171875661,13.371144933,12.49,10.309,0.031
124.43025,-30.13042,23246,,ESO431-002,1655.0,,,,,11.59,9.235,0.055
124.4346,73.31772,23247,,NGC_2523C,3609.0,,,,,,10.516,0.049
124.486666805,22.4357349995,23262,156595,PGC023262,2104.28320312,32.0764465332,15.4377401062,15.3073480317,15.1793019959,14.77,12.298,0.093
124.50569798,24.7379813953,23266,134976,IC2267,2083.00317383,31.6025562286,15.1371189066,15.0285621592,14.947263331,14.09,14.186,0.197
124.50579769,47.8526445542,23268,9767,UGC04307,3108.19775391,46.7508659363,15.2717407319,15.0599964234,14.897791681,14.53,12.484,0.098
124.527150348,24.796274236,23273,64383,IC2268,1985.70166016,30.103553772,15.7543406699,15.635747454,15.5103984092,14.9,12.909,0.094
124.536662302,23.047521363,23278,84146,08180876+2302513,3980.99389648,60.9746208191,15.1218667571,14.6642137115,14.3037324493,14.03,11.141,0.035
124.5820951,24.5269462982,23283,64389,IC2271,2213.40893555,33.761264801,16.0085428974,15.9255198261,15.8177489063,15.16,13.09,0.127
124.626,-25.41078,23291,,ESO_495-_G_001,1291.0,,,,,12.4,10.379,0.06
124.66485,-25.38586,23301,,A0816-2513,1140.0,,,,,,11.33,0.098
124.6851,-29.58907,23302,,ESO431-004,2516.0,,,,,15.28,,
124.69005,-25.4995,23303,,NGC_2566,1637.0,,,,,9.95,7.718,0.02
124.6917,-25.36959,23304,,IC_2311,1844.0,,,,,10.54,8.305,0.022
124.709156177,22.1153583735,23309,84143,PGC023309,3484.43115234,53.8606414795,15.7835796689,15.6583507871,15.6089962338,14.25,13.82,0.217
124.742192352,58.262498811,23312,134986,UGC04314,1071.00170898,18.3082485199,14.833722734,14.7396065231,14.5199524398,14.01,,
124.743032704,57.8031454341,23313,134987,NGC_2549,1039.00158691,17.9183120728,11.3405001446,11.0625098034,10.7361338421,9.9,8.023,0.014
124.7682,70.72167,23324,,Holmberg_II,157.0,3.45,,,,,8.784,0.046
124.8108,-25.188,23332,,ESO_495-_G_005,1671.0,,,,,,9.523,0.038
124.83555,50.00968,23340,,NGC2552,524.0,12.4,,,,12.58,13.607,0.148
124.8426,-85.14318,23344,,ESO006-001,738.0,6.7,,,,13.38,12.965,0.181
124.85145,-24.7855,23345,,ESO_495-_G_006,1681.0,,,,,,10.365,0.087
124.921935334,22.0419293447,23357,84217,PGC023357,3462.17626953,53.59034729,15.605826763,15.4533285178,15.3088068045,14.95,12.515,0.107
124.9332,79.23471,23360,,UGC_04292,3917.0,,,,,,10.864,0.041
124.951251228,22.03143077,23362,134997,NGC_2565,3582.00537109,55.037902832,12.5999253678,12.2717240739,11.9845918107,11.52,9.376,0.022
125.090393763,54.1392068634,23392,76461,08202170+5408209,3460.35327148,51.7824401855,14.8075534911,14.4563819976,14.2037403197,13.92,11.571,0.058
125.20065,-8.91842,23418,,NGC_2574,2864.0,,,,,11.8,9.788,0.053
125.25525,-23.77967,23428,,ESO495-008,789.0,17.3,,,,14.63,,
125.32305,-25.77461,23437,,ESO_495-_G_009,1466.0,,,,,,11.149,0.075
